title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Middle Бизнес-аналитик,,город республиканского значения Астана,BI Group. BI Development,,"Опыт работы бизнес-аналитиком от 2 лет Опыт ведения нескольких стримов/проектов параллельно Уверенные навыки сбора и документирования требований Опыт работы с метриками продукта и аналитическими инструментами Практический опыт написания SQL-запросов Понимание SDLC, Agile/Scrum/Kanban Опыт работы с Jira, Confluence, BPMN/UML Сильные коммуникативные навыки и умение работать со стейкхолдерами Аналитическое мышление и data-driven подход","Ведение и координация до 3-х стримов (проектных направлений) одновременно Сбор, анализ и формализация бизнес- и функциональных требований Проведение интервью со стейкхолдерами, выявление потребностей бизнеса Подготовка документации: BRD, FRD, user stories, use cases, BPMN-диаграммы Постановка задач команде разработки и сопровождение их реализации Участие в Agile-процессах (backlog refinement, sprint planning, demo) Работа с продуктовыми метриками: формирование, анализ, интерпретация Использование инструментов аналитики, таких как Amplitude и Яндекс Метрика для анализа пользовательского поведения Подготовка аналитических выводов и рекомендаций для бизнеса Написание SQL-запросов для извлечения и анализа данных Контроль соответствия реализованного функционала требованиям Управление изменениями требований и приоритизация задач Мы предлагаем: Международный опыт и современные стандарты качества. Динамичную корпоративную культуру, ориентированную на инициативу и результат. Работу в сильном бренде - лидер рынка недвижимости. Высокий NPS: доверие сотрудников и клиентов - наша ключевая ценность. Пятидневную рабочую неделю Конкурентоспособную заработную плату. Продуманный социальный пакет от крупнейшего строительного холдинга Казахстана (корпоративное обучение и развитие, кафетерий льгот, ДМС). 2дня удаленно. Работу в сильном бренде - лидере рынка недвижимости. Современные цифровые продукты и масштабные проекты. Откликайтесь на вакансию и станьте частью команды лидера рынка! обязательный этап собеседования онлайн-интервью по приглашению!",,1–3 года,,https://almaty.hh.kz/vacancy/132619547
Data Analyst (Junior) в Департамент кредитных рисков,,Алматы,АО Alatau City Bank,,"Опыт работы с SQL (написание запросов, оконные функции, оптимизация). Опыт построения витрин данных. Знание основ построения ETL/ELT-процессов. Знание методов статистического анализа; Понимание специфики работы с большими данными; Умение генерировать, рассчитывать и проверять гипотезы; Опыт разработки отчетов в Power BI (DAX, модели данных, визуализация); Умение читать технические задания и преобразовывать их в архитектуру данных и SQL-логику; Владение Python и библиотек для обработки данных (pandas, SQLAlchemy); Общий стаж работы не менее 4-х лет, в банковской сфере: не менее 2-х лет.","Подготовка данных по запросам бизнес-подразделений, формирование аналитических отчетов. Разработка и сопровождение регламентных процедур обработки данных. Разработка, обновление и автоматизация отчетов в Power BI. Проектирование и разработка витрин данных для аналитики, моделирования и отчетности. Интеграция источников данных, участие в построении пайплайнов. Взаимодействие с продуктовыми менеджерами по вопросам развития кредитных продуктов.",,1–3 года,,https://almaty.hh.kz/vacancy/131023596
Product Owner Loyalty,,Алматы,ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | Бизнес,,"Мы верим, что новое качество жизни можно нести через реализацию потенциала современных цифровых услуг. Мы первые третий год подряд по скорости и покрытию связи среди операторов Казахстана по версии Ookla. Мы также лучший работодатель страны по версии премии «HR-бренд Центральная Азия». Мы не боимся менять правила и ставить амбициозные задачи. Всегда требовательны к себе: результатом нашей работы пользуются друзья, близкие, миллионы абонентов по всей стране — и мы сами. У нас принято делиться знаниями, подходами в работе и удачными решениями. Поэтому мы устраиваем внутренние и внешние митапы, ездим с докладами по разным городам и странам. НУЖНО УМЕТЬ И ЛЮБИТЬ: Разрабатывать и реализовывать стратегии программы лояльности Product ownership: от идеи до запуска и масштабирования Управление IT-разработкой и функционалом (требования, внедрение, приемка) Развивать партнерскую сеть и переговоры, быть ответственным за бюджет Максимизировать коммерческий эффект CVM через loyalty Кросс-функциональная координация (Data, IT, финансы, маркетинг, продажи) Развитие digital-каналов и коммуникаций программы Работать с аналитикой и Big Data, расчет бизнес-эффектов Контролировать финансовую эффективность и ROI Оптимизировать процессы и внедрять инновации. НАС ИНТЕРЕСУЕТ : Наличие высшего образования в области Технологий (ИТ/Телеком), Математики или Науки, Бизнеса Опыт работы не менее трех лет на аналогичной должности Опыт работы в области развития программы лояльности и работы с партнёрами Опыт работы в интеграционных проектах ЗАРПЛАТА ЭТО ЕЩЕ НЕ ВСЕ : Гибридный или удалённый формат работы и гибкое начало рабочего дня; Профессиональное развитие: участие в митапах, тренингах, конференциях, демо-днях и хакатонах; Дополнительные 4 дня отпуска — итого 28 календарных дней за год; Годовой бонус по результатам достижения KPI; Корпоративная сотовая связь; Добровольная медицинская страховка со стоматологией и лекарствами с возможностью бесплатно добавить двух близких родственников; Фитнес-абонементы со скидкой и в рассрочку; Онлайн-платформа бесплатной психологической помощи; Доступ к корпоративной онлайн-библиотеке MyBook.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132242194
Data & AI Platform Architect,,Астана,ТОО BTS Digital,,"Опыт от 5 лет в области архитектуры данных, из них 3+ года в роли архитектора, опыт работы с крупными (10+TB) датасетами Обработка данных: Apache Spark / PySpark, Kafka / Flink, Airflow ИИ / ML / LLM: MLflow, Kubeflow, Feature Store (Feast, Tecton); LLM: fine-tuning, RAG, агентные архитектуры (LangChain, LlamaIndex, AutoGen); векторные БД (Pinecone, Weaviate, pgvector) Хранилища: Data Lake; Delta Lake / Apache Iceberg / Hudi; columnar-форматы (Parquet, ORC) Языки: Python (advanced), SQL, знание Scala или Java будет преимуществом Data Governance: Опыт внедрения Data Catalog, Lineage, RBAC Контейнеризация: Docker, Kubernetes, Helm; CI/CD (GitLab CI / ArgoCD)","Проектирование и развитие платформы данных и ИИ: Data Lake, Feature Store, ML-платформы, LLM-инфраструктуры и агентных систем Разработка архитектурных решений для сбора, обработки, хранения и предоставления данных в режиме реального времени и batch Оценка и выбор облачных и on-premise технологий: Apache Spark, Kafka, Airflow, Kubeflow, MLflow, векторные СУБД и т.д. Сотрудничество с командами Data Science, MLOps и BI для формирования сквозного пути от данных к ценности Подготовка технической документации, архитектурных диаграмм и дорожных карт для стейкхолдеров",,более 6 лет,,https://almaty.hh.kz/vacancy/132533022
Junior Data Analyst,,Лос-Анджелес,HIRE5 INC,,"Originally this is Payments Operations Associate (SQL & Reconciliation) role. But the company is open to candidates without prior payments experience — what matters most is strong analytical thinking (data analyst background is ideal), attention to detail, and the ability to identify root causes in complex processes. In fact, they’ve found that some of the strongest Payments Ops specialists come from outside the payments industry, as long as they are strong problem-solvers and highly meticulous. We’re looking for someone comfortable working with SQL and Excel, and who enjoys structured, detail-heavy work. Details: Dwelly builds financial and operational infrastructure for modern property management. The platform helps operators handle payments, reporting, and financial workflows at scale — reliably, transparently, and with strong auditability. You’ll join a small, high-ownership team working at the intersection of finance, product, and operations, solving real money-impact problems daily.  Why this role is opened Dwelly is scaling its payments and financial operations. As volume grows, so does complexity: collections, payouts, reconciliations, refunds, balances, and edge-case failures. This role exists to own the operational backbone of payments — making sure money moves correctly, issues are investigated fast, and repeat problems turn into scalable processes and tooling. You’ll sit within the Payments team and work closely with Finance, Product, and Engineering.  It would be great if you’re able to align with GMT working hours with minimal adjustment. What you’ll do Payments & incident investigation Investigate payment-related issues (reconciliation gaps, payout errors, missing funds, vendor discrepancies) Identify root causes and drive resolution across finance, product, and engineering Communicate clearly on incidents, escalations, and outcomes  Operational support & scaling Support finance team with technical/product questions and ad-hoc tasks Convert repeat issues into SOPs, checklists, and structured workflows Improve operational reliability and reduce manual firefighting  Process & tooling improvement Analyse operational processes and propose improvements Help design internal dashboards and operational tooling Work with messy exports and data sources to build clean reconciliation flows Must-have Analytical & operational mindset Strong root-cause thinking: you can investigate and resolve complex issues High attention to detail where mistakes have financial or audit impact Ability to prioritize and manage multiple operational cases Finance & data Understanding of core accounting principles (reconciliation, balances, ledgers) SQL (comfortable querying production/financial datasets) Strong spreadsheet skills (pivots, lookups, reconciliation workflows) Comfortable working with imperfect or messy data exports Communication Clear, concise written communication Ability to produce structured updates, incident summaries, and escalations Comfortable working cross-functionally with finance and engineering Nice to have Experience in financial operations / accounting systems Background in implementation consulting, technical support, or solutions engineering Experience with APIs or technical product environments Familiarity with UK payments ecosystem or compliance expectations Who will thrive here Someone who: enjoys solving messy operational problems cares about accuracy and auditability likes turning chaos into structure can sit between finance and product without getting lost wants ownership over real money-impact processes Why join High ownership role in a scaling fintech/proptech environment Direct impact on financial operations reliability Exposure to finance, product, and engineering collaboration Opportunity to shape processes and internal tooling from early stage Application deadline: ASAP Hiring process: 1. Fill in the application form - attach your CV; 2. Have a Zoom interview with Hire5’s Recruiter; 3. Complete test assignment; 4. Have a Zoom interview with the Dwelly’s representative; 5. Get hired!",,,1–3 года,,https://almaty.hh.kz/vacancy/132599276
Product Manager (BeeTV & Media Services),,,"Beeline, ТМ",,,"Формирует и реализует продуктовую стратегию в соответствии с бизнес-целями компании. Разрабатывает и ведет продуктовый roadmap, определяет приоритеты и KPI. Планирует запуск новых функций, сервисов и интеграций. Собирает и анализирует требования пользователей и стейкхолдеров. Формирует и ведет backlog, организует product-sprint планирования. Проводит совместную работу с IT-командой/командами вендоров по реализации функционала и улучшению UX/UI. Разрабатывает и тестирует ценовые предложения, акции и подписочные модели. Проводит пост-анализ инициатив (ARPU, churn, retention, CLV). Проводит мониторинг рынка OTT- и PayTV - сервисов Казахстана, анализ конкурентов. Проводит совместную работу с продуктовыми аналитиками по построению метрик, дашбордов и A/B-тестов. Использует аналитику для принятия решений по контенту, UX, ценообразованию и монетизации. Осуществляет координацию между департаментами (IT, маркетинг, контент, CVM). Подготавливает бизнес-требования, технические задания и презентации для руководства. Взаимодействует с партнерами и внешними платформами. Подготавливает регулярные отчеты о ходе развития продукта и его коммерческих результатах. Участвует в формировании бюджета и прогнозировании доходов по продукту. Обеспечивает актуальность документации и соблюдение внутренних процедур. Мы ждем от вас: Опыт: От 3–5 лет в Product Management (Telecom, OTT, VOD или крупных Digital-сервисах). Навыки: Глубокое понимание жизненного цикла продукта, владение методологиями Agile/Scrum. Data-driven подход: Умение работать с данными, строить дашборды в BI и принимать решения на основе цифр, а не интуиции. Технический бэкграунд: Знание Jira, Confluence и понимание принципов работы клиент-серверных приложений. Языки: Английский на уровне не ниже Upper-Intermediate (для взаимодействия с зарубежными вендорами и изучения мировых практик). Личные качества: Проактивность, умение аргументированно защищать свою позицию перед топ-менеджментом и готовность брать ответственность за результат.",,3–6 лет,,https://almaty.hh.kz/vacancy/132740850
Data Architect,,Алматы,ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT,,"Мы верим, что новое качество жизни можно нести через реализацию потенциала современных цифровых услуг. Мы первые третий год подряд по скорости и покрытию связи среди операторов Казахстана по версии Ookla. Мы также лучший работодатель страны по версии премии «HR-бренд Центральная Азия». Мы не боимся менять правила и ставить амбициозные задачи. Всегда требовательны к себе: результатом нашей работы пользуются друзья, близкие, миллионы абонентов по всей стране — и мы сами. У нас принято делиться знаниями, подходами в работе и удачными решениями. Поэтому мы устраиваем внутренние и внешние митапы, ездим с докладами по разным городам и странам. НУЖНО УМЕТЬ И ЛЮБИТЬ: Разрабатывать и развивать архитектуру корпоративных платформ данных (Data Lake / Lakehouse / DWH); Проектировать концептуальные, логические и физические модели данных, включая модели предметных областей и аналитические витрины; Формировать архитектурные подходы к хранению, обработке и каталогизации данных; Проектировать архитектуру слоёв данных (bronze / silver / gold) и обеспечивать эффективную организацию потоков данных; Участвовать в проектах внедрения и развития корпоративных хранилищ данных; Взаимодействовать с командами Data Engineering, аналитики и бизнес-подразделениями при реализации архитектурных решений. НАС ИНТЕРЕСУЕТ: Опыт работы не менее 2 лет в области архитектуры данных или ИТ-архитектуры (телеком, банковский сектор, проекты по монетизации данных); Опыт работы с архитектурой Data Lake / Lakehouse / DWH; Понимание подходов к моделированию данных (Kimball / Inmon); Опыт проектирования концептуальных, логических и физических моделей данных; Опыт участия во внедрении или сопровождении корпоративных хранилищ данных; Опыт работы с современными форматами хранения данных: Parquet, Delta Lake, Apache Iceberg, Apache Hudi; Системное мышление и понимание архитектуры платформ обработки данных. ЗАРПЛАТА - ЭТО ЕЩЕ НЕ ВСЁ: Гибридный формат работы и гибкое начало рабочего дня; Профессиональное развитие: участие в митапах, тренингах, конференциях, демо-днях и хакатонах; Дополнительные 4 дня отпуска — итого 28 календарных дней за год; Годовой бонус по результатам достижения KPI; Корпоративная сотовая связь; Добровольная медицинская страховка со стоматологией и лекарствами с возможностью бесплатно добавить двух близких родственников; Фитнес-абонементы со скидкой и в рассрочку; Онлайн-платформа бесплатной психологической помощи; Доступ к корпоративной онлайн-библиотеке MyBook. Теlе2 — это территория возможностей. Здесь тебя примут таким, какой ты есть, поддержат, направят и откроют множество возможностей.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132186489
Аналитик данных в Департамент цифровизации проектов,,Алматы,АО «Freedom Bank Kazakhstan»,,"Уверенное владение Power BI (разработка отчетов, DAX, Power Query) от 3 лет; Отличное знание SQL (вложенные запросы, оконные функции, оптимизация запросов); Знание основ реляционных и нереляционных баз данных; Владение математической статистикой и теорией вероятностей; Навыки работы с Python (pandas, NumPy, matplotlib, Scikit-learn) будут плюсом;","Сбор, анализ и формализация требований от бизнес-заказчиков к аналитике и отчётности; Разработка, оптимизация и сопровождение BI-отчётов и дашбордов в Power BI; Проектирование и развитие витрин данных, показателей, сегментов и предагрегатов; Участие в проектировании и развитии архитектуры хранилища данных (DWH); Подготовка, обработка и анализ данных с использованием SQL; Работа с реляционными и нереляционными базами данных; Расчёт сложных аналитических показателей, поведенческих паттернов, вероятностей и прогнозов; Проведение статистического анализа и применение базовых методов машинного обучения при необходимости; Оптимизация производительности SQL-запросов и BI-отчётности; Поддержка и развитие существующих BI-решений, согласование методологии расчётов с бизнесом;",,3–6 лет,,https://almaty.hh.kz/vacancy/130884085
Data Analytics Manager (DWH/BI),,Астана,ТОО MN Partners,,"Опыт работы в проектах DWH/BI от 3 лет; Опыт управления ИТ или data-проектами; Понимание архитектуры хранилищ данных (DWH, Data Lake); Уверенные знания SQL; Опыт работы с BI-инструментами (Power BI / Tableau / Qlik); Опыт интеграции данных из разных систем; Навыки работы с бизнес-требованиями.","Управление проектом внедрения DWH/BI (с нуля до внедрения); Формирование архитектуры системы аналитики совместно с архитекторами и подрядчиками; Организация интеграции данных из различных систем (CRM, HR, LMS, ERP и др.); Взаимодействие с бизнес-заказчиками и сбор требований к аналитике; Контроль разработки ETL/ELT процессов и моделей данных; Организация разработки дашбордов и отчетности (BI); Обеспечение качества, целостности и актуальности данных; Построение процессов Data Governance (роли, доступы, правила); Управление подрядчиками и контроль сроков/качества; Подготовка аналитических материалов и презентаций для руководства.",,3–6 лет,,https://almaty.hh.kz/vacancy/132474027
"Методолог (аналитик) по HR-блоку ""Стратегическое планирование, прогнозирование, аналитика""",,Алматы,"ТОО Small, ТМ (Скиф Трейд, ТОО)",,"SMALL — крупный ритейлер повседневных товаров и готовой еды в Казахстане. В нашей сети сегодня: более 160 магазинов тысячи сотрудников миллионы клиентов собственное производство готовой еды В ближайшем будущем: служба доставки франшиза кратный рост числа магазинов Сегодня мы — одна из самых динамичных ритейл-компаний Казахстана, создающая экосистему будущего. Цель роли Цель ИТ-департамента — обеспечить кратный рост бизнеса в ближайшие 3 года за счёт глубокой автоматизации и трансформации HR-процессов. Для этого мы строим совершенно новый, интегрированный ИТ-ландшафт. Задачи Разработка с нуля и внедрение методологии стратегического и тактического планирования персонала (Workforce & Strategic Planning) в масштабах всей компании. Проектирование процессов планирования численности, компетенций и ФОТ как неотъемлемой части общего бюджетного цикла компании. Создание системы HR-аналитики и отчетности: от регламентированной отчетности до дашбордов по текучести, эффективности подбора, вовлеченности и затратам на персонал. Разработка методологии и требований для систем прогнозной аналитики (предсказание текучести, моделирование сценариев роста) с применением современных инструментов, включая ИИ. Методологическая поддержка процессов анализа рынка труда и интеграции этих данных в стратегическое планирование. Консультирование и обучение топ-менеджмента и руководителей департаментов по вопросам планирования персонала, обоснование экономической ценности и ROI от внедряемых процессов и инструментов. Определение ключевых метрик (KPI) для оценки эффективности использования трудовых ресурсов и формирование требований к системам их автоматического сбора и визуализации. Участие в проектах автоматизации HR-ландшафта. Работа в рамках стратегии построения интегрированной экосистемы HR-систем с ядром на 1С:ЗУП КОРП. Взаимодействие с бизнес-заказчиками (HR-департамент) и техническими командами (интеграции, фронтенд, DWH, e-com) для сбора требований, проектирования и внедрения ИТ-решений. Активная работа по выводу из эксплуатации legacy-систем и миграции данных. Участие во внедрении современных HR-практик (Performance Review, грейды, WFM, LMS, таланты) через ИТ-инструменты. Применение возможностей искусственного интеллекта (ИИ) для автоматизации бизнес-процессов в HR-домене. Работа в условиях динамично развивающегося бизнеса с фокусом на достижение измеримых бизнес-результатов и поддержку кратного роста компании. Требования Опыт работы в роли бизнес-аналитика, методолога или консультанта в области стратегического управления персоналом, HR-аналитики или управления эффективностью. Глубокое понимание связей между бизнес-стратегией, операционными планами и планированием трудовых ресурсов (workforce planning). Системное мышление и опыт построения комплексных управленческих процессов (планирование, бюджетирование) с нуля. Отличные навыки презентации и коммуникации с топ-менеджментом, умение аргументированно донести ценность и выгоду от внедрения процессов планирования и аналитики. Практический опыт работы с инструментами анализа данных (SQL, BI-системы — желательно Superset, Excel на продвинутом уровне) для построения аналитических моделей и отчетов. Обязателен опыт или сильнейший интерес к прогнозной аналитике и Data Science. Понимание принципов работы и применения ML/ИИ-моделей (классификация, регрессия) в бизнес-контексте, особенно в области прогнозирования рисков (например, текучести) — будет ключевым преимуществом. Знание основ экономики труда, понимание рыночных показателей и факторов, влияющих на стоимость персонала. Умение работать в условиях высокой неопределенности, формировать структуру там, где её пока нет, и быть проводником изменений в управленческой культуре. Готовность работать в среде с высокой степенью неопределенности и быстрым изменением приоритетов. Понимание или готовность быстро погрузиться в бизнес-процессы управления персоналом (HR-домен). Обязательное базовое понимание архитектуры и возможностей платформы 1С. Глубокий опыт работы с функционалом 1С:ЗУП КОРП (корпоративная версия) будет являться решающим преимуществом. Желателен опыт или искренний интерес к работе с ИИ-инструментами (LLM, RAG, предсказательное моделирование) для их практического применения в бизнес-задачах. Способность к быстрому самостоятельному изучению новых технологий, доменов и фреймворков. Готовность работать в смешанных технологических стеках (1С, PHP, микросервисы, backend for frontend, HTTP-сервисы, шины данных). Понимание принципов обмена данными в сервисной архитектуре. Навыки работы в команде, коммуникабельность, ответственность за результат. Понимание основ проектного подхода и управления рисками (приветствуется). Опыт работы на крупных проектах, умение точно оценивать трудозатраты и нести ответственность за сроки будет являться ключевым преимуществом.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132289073
"Методолог/аналитик по блоку ""Управление НСИ (MDM)"" (HR-домен)",,Алматы,"ТОО Small, ТМ (Скиф Трейд, ТОО)",,"SMALL — крупный ритейлер повседневных товаров и готовой еды в Казахстане. В нашей сети сегодня: более 160 магазинов тысячи сотрудников миллионы клиентов собственное производство готовой еды В ближайшем будущем: служба доставки франшиза кратный рост числа магазинов Сегодня мы — одна из самых динамичных ритейл-компаний Казахстана, создающая экосистему будущего. Цель ИТ-департамента Цель ИТ-департамента — обеспечить кратный рост бизнеса в ближайшие 3 года за счёт глубокой автоматизации и трансформации HR-процессов. Для этого мы строим совершенно новый, интегрированный ИТ-ландшафт. Задачи Разработка и внедрение стратегии, принципов и процессов управления мастер-данными (Master Data Management) для HR-домена компании. Проектирование системы эталонных справочников (НСИ): организационная структура (оргдизайн), должности, компетенции, локации и другие ключевые сущности. Определение прав и процессов управления жизненным циклом НСИ: создание, изменение, согласование, утверждение, публикация, архивация. Выявление и формализация всех точек потребления HR-справочников в интегрированном ландшафте (1С:ЗУП, BI, WFM, e-com, портал) и проектирование архитектуры обменов данными для обеспечения консистентности. Разработка требований к инструментарию MDM (включая возможное расширение функционала Pimcore) и организация процессов выравнивания (data cleansing) и гармонизации данных из legacy-систем. Взаимодействие с ИБ по домену аутентификации и авторизации: группы доступа, бизнес-роли, SoD (segregation of duties). Участие в проектах автоматизации HR-ландшафта. Работа в рамках стратегии построения интегрированной экосистемы HR-систем с ядром на 1С:ЗУП КОРП. Взаимодействие с бизнес-заказчиками (HR-департамент) и техническими командами (интеграции, фронтенд, DWH, e-com) для сбора требований, проектирования и внедрения ИТ-решений. Активная работа по выводу из эксплуатации legacy-систем и миграции данных. Участие во внедрении современных HR-практик (Performance Review, грейды, WFM, LMS, таланты) через ИТ-инструменты. Применение возможностей искусственного интеллекта (ИИ) для автоматизации бизнес-процессов в HR-домене. Работа в условиях динамично развивающегося бизнеса с фокусом на достижение измеримых бизнес-результатов и поддержку кратного роста компании. Требования Опыт работы методологом, архитектором данных или ведущим аналитиком в проектах по управлению мастер-данными (MDM, НСИ). Глубокое понимание концепций MDM, DQ (Data Quality) и практик построения централизованных/децентрализованных систем справочников. Опыт работы в смежных областях управления данными (PIM — управление товарной информацией, DAM) будет считаться крайне ценным преимуществом. Умение проектировать и описывать сложные бизнес-процессы и модели данных с учетом требований разных систем-потребителей. Отличные знания в области HR-мастер-данных: оргструктура, должности, классификаторы. Понимание принципов интеграции данных (ESB, API, ETL, GraphQL) и описание требований к интеграционным контурам. Системное мышление, способность видеть картину в целом и выстраивать процессы с нуля в условиях, где они ранее отсутствовали. Навыки работы с инструментами моделирования данных (ER-диаграммы), умение четко формулировать требования как для бизнес-пользователей, так и для разработчиков. Знание языка запросов (SQL) и умение читать программный код будет значительным преимуществом. Готовность работать в среде с высокой степенью неопределенности и быстрым изменением приоритетов. Понимание или готовность быстро погрузиться в бизнес-процессы управления персоналом (HR-домен). Обязательное базовое понимание архитектуры и возможностей платформы 1С. Глубокий опыт работы с функционалом 1С:ЗУП КОРП (корпоративная версия) будет являться решающим преимуществом. Желателен опыт или искренний интерес к работе с ИИ-инструментами (LLM, RAG, предсказательное моделирование) для их практического применения в бизнес-задачах. Способность к быстрому самостоятельному изучению новых технологий, доменов и фреймворков. Готовность работать в смешанных технологических стеках (1С, PHP, микросервисы, backend for frontend, HTTP-сервисы, шины данных). Понимание принципов обмена данными в сервисной архитектуре. Навыки работы в команде, коммуникабельность, ответственность за результат. Понимание основ проектного подхода и управления рисками (приветствуется). Опыт работы на крупных проектах, умение точно оценивать трудозатраты и нести ответственность за сроки будет являться ключевым преимуществом.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132620876
