title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Middle Data-engineer,,Алматы,АО Home Credit Bank (ДБ АО «ForteBank»),,"Задачи, которые ты будешь выполнять: Разработка и оптимизация пайплайнов обработки данных на Apache Spark (batch/streaming, выбор стратегии партиционирования, оптимизация shuffle и ресурсов) Работа с Kafka (архитектура, продюсеры/консюмеры, схемы событий, обработка streaming-данных) Разработка и сопровождение DAG’ов в Apache Airflow (зависимости, SLA, retry-политики, алерты, мониторинг) Подготовка данных для ML-задач (feature engineering, контроль leakage, обработка outliers, балансировка классов) Участие в построении Feature Store (материализация фич из Hadoop/Spark в Cassandra, real-time и offline слой) Работа с ML-инфраструктурой (MLflow/Kubeflow контроль экспериментов, понимание пайплайна обучения и инференса) Взаимодействие с ML-командой и бизнесом для определения требований к данным Нам по пути, если у тебя есть: Высшее техническое образование Опыт работы в области Data Engineering / Big Data от 2–3 лет Продвинутый Python (основной язык), знание Scala или Java Практический опыт работы с: Apache Airflow, Apache Spark/Hadoop,Cassandra, Kafka, Git, Kubernetes Понимание принципов распределенных систем и обработки больших данных Понимание жизненного цикла ML-моделей (train → validate → deploy → inference) Будет плюсом: Опыт работы с Cloudera CDP/Arenadata ADP/Hadoop Data Platform Опыт работы с ML-платформами (Kubeflow, MLflow) Опыт внедрения мониторинга (Prometheus, Grafana, Zabbix) Опыт работы в банковском или финтех-секторе Опыт построения real-time data платформ Мы предлагаем тебе: Конструктор льгот OLZHA: кэшбек на здоровье, спорт, путешествия и саморазвитие в рамках утвержденных лимитов Продукты компании для сотрудников на выгодных условиях Внутреннее и внешнее обучение, корпоративный доступ к образовательной платформе Udemy Merch Store: брендированная продукция с корпоративной символикой Отсутствие дресс-кода Ультрасовременный и уютный офис HCB HUB Массаж в офисе, йога-классы, корпоративные скидки в фитнес-клубы, клиники, магазины Яркая корпоративная жизнь: мероприятия, клубы по интересам",,,3–6 лет,,https://almaty.hh.kz/vacancy/130860384
Математик / Algorithm Engineer,,Астана,ТОО Asset Systems,,"Сильная математическая база (теория вероятностей, статистика, оптимизация) Статистический анализ: Работа с массивами данных, проверка гипотез и оценка статистической значимости результатов. Умение формализовать реальные задачи в математические модели Уверенное владение Python (NumPy, Pandas, желательно SciPy / NetworkX / OSMnx) Опыт работы с алгоритмами Умение не просто писать код, а доказывать корректность и эффективность решений Опыт работы с данными и экспериментами (A/B, симуляции) Будет плюсом: Опыт в задачах маршрутизации, логистики или mobility Работа с вероятностными моделями / ML Понимание геоданных и картографических сервисов Участие в олимпиадах / исследовательских проектах Мы ищем человека, который: Думает через модели и формулы, а не только через код Может объяснить, почему решение работает (а не просто “оно вроде лучше”) Умеет работать с неопределенностью и вероятностями Любит сложные задачи и нестандартные подходы Только на месте работодателя, оффлайн.","Разработка и улучшение алгоритмов маршрутизации с учетом вероятностных факторов Построение и проверка математических моделей (оптимизация, вероятности, ожидания) Формализация задачи (objective function, ограничения, метрики эффективности) Проведение экспериментов и валидация гипотез Работа с реальными данными (геоданные, поведенческие паттерны) Прототипирование решений на Python",,1–3 года,,https://almaty.hh.kz/vacancy/132213892
Senior ML Engineer (LLM / RAG),,Алматы,ТОО Cybernet (Кибернет),,"Опыт в ML: 3–5 лет (из них минимум 1.5–2 года фокуса на NLP/LLM). LLM Stack: уверенное владение OpenAI, Gemini, Claude и open-source моделями (Qwen, Gemma). RAG & Vector DB: практический опыт с Milvus, Elasticsearch или аналогами. Глубокое понимание гибридного поиска. Backend: уверенный Python (async/await), опыт с FastAPI / Flask. Data: уверенный SQL и опыт построения пайплайнов для обработки текстовых данных. Инструменты: Docker, LangChain / LangGraph, понимание MLOps циклов. Английский язык: свободный технический (чтение документации, переписка). Будет плюсом: Опыт работы с MCP (Model Context Protocol) или аналогичными подходами. Опыт вывода LLM-решений в High-load production (10k+ RPS). Понимание trade-offs между качеством, скоростью и стоимостью инференса. Опыт развёртывания и оптимизации inference (vLLM, quantization).","Развивать RAG-системы: улучшать качество поиска (retrieval), внедрять и обучать модели ранжирования (re-ranking) и выстраивать пайплайны оценки (evaluation). Работать с LLM: проектировать сложные цепочки (LangGraph / LlamaIndex), внедрять Tool Usage и Function Calling для интеграции с внешними API. Локализовать модели: заниматься fine-tuning (LoRA / PEFT) мультиязычных моделей для специфических рынков (KZ, UZ). Оптимизировать Production: работать над снижением latency и стоимости инференса (vLLM, квантование, кэширование). Контролировать качество: внедрять методы борьбы с галлюцинациями и выстраивать автоматизированные метрики (Answer Accuracy, MRR, Recall@k). LLMOps: развивать процессы версионирования промптов, данных и моделей, настраивать CI/CD для ML-компонентов.",,3–6 лет,,https://almaty.hh.kz/vacancy/132566242
Middle Data Engineer (Отдел развития и внедрения AI),,Алматы,АО KMF Банк,,"Что делать? Разработка и поддержка ETL/ELT пайплайнов (Airflow, dbt, Spark ); Интеграция данных из различных источников (PostgreSQL, MSSQL, Oracle, S3, API); Сбор данных из внешних источников (REST API, базовый web scraping); Участие в построении витрин данных (DDS, Data Marts, wide tables); Оптимизация SQL-запросов и обработок данных; Подготовка датасетов для ML моделей; Формирование feature store (под руководством Senior/DS); Подготовка данных для AI-сервисов; Подготовка данных для обучения и инференса моделей; Участие в ML pipeline (data preparation + scoring); Работа с потоками данных (Kafka — чтение/запись, без глубокой настройки); Участие в реализации событийных сценариев.  Если у вас: Опыт работы Data Engineer: 2+ года; Уверенное знание SQL (join, window functions, оптимизация базового уровня); Хорошее знание Python (pandas, работа с API, обработка данных; Опыт работы с Airflow; Базовый опыт работы с Spark или понимание его принципов; Опыт работы с реляционными БД (PostgreSQL, MSSQL или Oracle); Понимание ETL/ELT процессов; Опыт работы с API (интеграции, парсинг); Базовое понимание streaming (Kafka или аналоги); Понимание принципов DWH (DDS, Data Marts), Lakehouse; Опыт взаимодействия с аналитиками или ML-командой. Ключевые навыки: SQL,Python,Airflow,ETL / ELT, Работа с API,Основы streaming (Kafka), Data Warehousing, Data pipelines. Будет плюсом: Опыт работы с dbt; Базовое понимание Lakehouse (S3, Iceberg); Опыт работы с векторными БД; Опыт подготовки данных для ML; Знакомство с ML pipeline; Опыт работы с Grafana или аналогами; Опыт работы с неструктурированными данными; Знание основ Spark; Опыт работы с RAG / LLM (на уровне понимания). Условия: Официальное трудоустройство в соответствии с Трудовым кодексом РК; График работы на выбор: 08:30–17:30 / 09:00–18:00 / 09:30–18:30; Ежегодный оплачиваемый отпуск — 28 календарных дней; После прохождения испытательного срока: Кафетерий льгот на сумму 250 000 тг. в год (медицинское страхование, обучение, спорт, развитие детей, авиа- и ж/д билеты); 2 дополнительных дня Day Off в год; Дополнительно: Лечебное пособие в размере одного оклада при выходе в отпуск (после 1 года работы, при отпуске от 14 дней).",,,3–6 лет,,https://almaty.hh.kz/vacancy/132304203
Data Scientist,,Алматы,GetMeGit,,"Мы - международная аутстафф-команда, внедряющая production-grade AI в строго регулируемые индустрии. Одна из ключевых задач проекта - автоматизировать комплаенс и аналитику рисков/затрат в цепочках поставок с помощью LLM и классического ML. Наша цель? Превратить горы регуляторных документов и данных закупок в надёжные пайплайны, которые проходят аудит с первого раза, не галлюцируют на критических флоу и живут в проде дольше спринта. Старт ASAP, работа онсайт в Абу-Даби, английский B2+. Если ты понимаешь разницу между настроенным RAG и ""просто поиском по векторам"", выкатываешь модели с мониторингом дрифта и готов к background screening - давай общаться. Что нужно будет делать: проектировать и обучать LLM/NLP-решения для сложных технических и регуляторных текстов; строить RAG-пайплайны поверх крупных документальных репозиториев (chunking, embedding, retrieval, reranking); разрабатывать модели прогнозирования, скоринга рисков и классификации для supply chain & spend analytics; деплоить модели в виде продакшен-сервисов (API-интеграция), обеспечивая надёжность, логирование и QA; адаптировать решения под строгие регуляторные требования, участвовать в код-ревью и синках с бизнес-стейкхолдерами. Что мы ждем от тебя: senior grade в DS/ML с реальными продакшен-деплоями; уверенный Python и ML-стек (PyTorch/TensorFlow, scikit-learn, Pandas/NumPy); hands-on опыт работы с трансформерами и LLM (fine-tuning, prompt engineering, evaluation, guardrails); практический опыт построения RAG / Information Retrieval систем и структурированного извлечения данных; чёткое понимание MLOps-гигиены: контейнеризация, API-обёртки, версионирование моделей, базовый мониторинг и автоматизация доставки.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132659599
Senior AI / ML Engineer (Applied AI Systems Lead),от 2 000 000 ₸ за месяц,Астана,ТОО Geometry,,"Geometry - Enterprise Intelligence компания, работающая с крупнейшими организациями Казахстана (гос, квазигос, крупный бизнес). Мы строим системы нового поколения: объединяем данные, процессы и AI в единый контур управления - от data backbone (DWH, интеграции, BI) до прикладных AI-систем, которые принимают решения и встраиваются в операционные процессы компаний. Сейчас мы усиливаем AI-направление и ищем senior инженера, который будет создавать не прототипы, а реальные production-системы: от архитектуры до внедрения в сложную корпоративную среду. О роли Мы ищем senior инженера, который будет лидить разработку и внедрение AI-систем в enterprise-процессы (гос, квазигос, холдинги). Это не research и не “чат-боты”. Это production-системы, которые: * читают реальные данные (документы, заявки, отчёты) * принимают решения / дают заключения * встраиваются в существующие порталы и workflow * работают on-premise и под требования безопасности Что нужно делать * Проектировать и реализовывать end-to-end AI-системы: * ingestion → обработка → reasoning → output → интеграция в workflow * Встраивать LLM/ML в реальные процессы: * анализ заявок / документов * генерация заключений * ассистирование decision-making * Строить AI-оркестрацию: * агенты, пайплайны, multi-step reasoning * интеграция с backend-сервисами и API * Работать с данными: * структурированные + неструктурированные (PDF, формы, таблицы) * Оптимизировать: * latency * стоимость инференса * точность (evaluation, feedback loops) * Деплой и эксплуатация: * on-prem / private cloud * работа с локальными LLM * Лидить технические решения и архитектуру AI-части проектов Кого мы ищем Человек, который понимает AI как систему, а не как модель. Обязательный стек * Python (очень уверенно) * Опыт с LLM: * OpenAI / open-source (Llama, Mistral и т.д.) * prompt engineering + system design * Опыт построения пайплайнов: * LangChain / LlamaIndex / свои решения * Работа с данными: * pandas / SQL / ETL * API / backend: * FastAPI / microservices Очень важно (ключевые скиллы) * Понимание RAG, agents, orchestration * Умение работать с: * embeddings * vector DB (например, FAISS, Weaviate, pgvector) * Опыт работы с документами: * OCR / parsing / extraction * Понимание evaluation: * как мерить качество AI-систем * Опыт production: * деплой, мониторинг, устойчивость Плюс (сильно усиливает) * Опыт с on-premise AI / локальными LLM * Docker / Kubernetes * ML классика: * classification / NLP / ranking * Опыт enterprise-проектов (гос, банки, телеком) * Опыт построения multi-agent систем Что важно по мышлению * Не “делает модель”, а строит решение * Понимает бизнес-контекст (зачем это вообще нужно) * Может упростить, а не усложнить * Умеет работать в условиях неопределенности * Берет ownership за результат Зона ответственности * Архитектура AI-части проектов * Выбор технологий и подходов * Быстрый запуск MVP → доведение до production * Качество и надежность решений * Влияние на продуктовую AI-стратегию Заработная плата: от 2 000 000 ₸ на руки Работа офлайн в офисе в г. Астана, график с 9:30 до 18:30 Возможность развиваться в быстрорастущей компании и быть частью ключевых проектов Комфортный офис в центре левого берега, современные условия для продуктивной работы ПРОСЬБА НЕ ОТКЛИКАТЬСЯ НА ВАКАНСИЮ, ТЕХ КТО ХОЧЕТ ПО СОВМЕСТИТЕЛЬСТВУ ОНЛАЙН",,,3–6 лет,,https://almaty.hh.kz/vacancy/132655817
Middle Data Scientist (Отдел развития и внедрения AI),,Алматы,АО KMF Банк,,"Что делать? Разрабатывать и улучшать модели для бизнес задач: Проводить анализ данных и проверку гипотез. Готовить датасеты и признаки для обучения моделей. Обучать, валидировать и сравнивать модели. Проводить оценку качества моделей по согласованным метрикам. Анализировать результаты модели на разных сегментах клиентов. Подготавливать выводы, презентации и краткие рекомендации для команды и бизнеса. Совместно с ML Engineers передавать модель в production. Поддерживать уже внедренные модели: анализировать деградацию, предлагать улучшения, обновлять признаки и подходы. Вести документацию по своим моделям и экспериментам. Если у вас: Опыт работы Data Scientist от 2–4 лет. Хорошее знание Python, pandas, numpy, scikit-learn и других базовых инструментов DS. Понимание основных алгоритмов ML и принципов их применения. Опыт работы с табличными данными и прикладными задачами бизнеса. Умение проводить feature engineering, обучение и валидацию моделей. Понимание метрик качества классификации, регрессии и сегментации. Навык анализа результатов и формулирования выводов. Умение писать понятный и воспроизводимый код. Опыт взаимодействия с аналитиками, инженерами или бизнес-заказчиками.  Ключевые навыки: Анализ данных и проверка гипотез Подготовка датасетов и признаков Обучение и сравнение ML-моделей Решение задач churn / segmentation Оценка качества моделей Анализ результатов по сегментам Подготовка понятных выводов Поддержка текущих DS-решений Работа с SQL и табличными данными Документирование экспериментов и моделей Стек: Языки: Python, SQL Анализ и ML: pandas, numpy, scikit-learn, xgboost, lightgbm, catboost Визуализация: matplotlib, seaborn Эксперименты: MLflow Среда работы: Jupyter Notebook / JupyterLab Данные: PostgreSQL, object storage, feature datasets Инженерные инструменты: Git Что мы предлагаем: Официальное трудоустройство в соответствии с Трудовым кодексом РК; График работы на выбор: 08:30–17:30 / 09:00–18:00 / 09:30–18:30; Ежегодный оплачиваемый отпуск — 28 календарных дней; После прохождения испытательного срока: Кафетерий льгот на сумму 250 000 тг. в год (медицинское страхование, обучение, спорт, развитие детей, авиа- и ж/д билеты); 2 дополнительных дня Day Off в год; Дополнительно: Лечебное пособие в размере одного оклада при выходе в отпуск (после 1 года работы, при отпуске от 14 дней).",,,1–3 года,,https://almaty.hh.kz/vacancy/132560452
ML Engineer / CV Engineer,от 700 000 до 1 200 000 ₸ за месяц,Алматы,ТОО Охранное агентство ABC BERKUT,,"Знание Python Опыт с библиотеками: OpenCV, PyTorch / TensorFlow Понимание архитектур CV: CNN, Transformers, 3D CNN, LSTM Опыт в задачах: Object Detection, Action Recognition, Video Classification Работа с видеопотоками и real-time обработкой Оптимизация моделей (TensorRT, ONNX, quantization) [Будет плюсом] Понимание метрик качества (precision, recall, F1-score) Опыт работы с YOLO / Detectron / MMDetection Опыт внедрения на edge-устройствах [Будет плюсом] Навыки MLOps (деплой, мониторинг моделей) [Будет плюсом] Опыт в проектах видеонаблюдения или безопасности [Будет плюсом]","Разработка и внедрение моделей компьютерного зрения для анализа видеопотока Распознавание действий (action recognition) и сценариев поведения Определение контекста происходящего (аномалии, нарушения, события) Работа с потоковым видео (RTSP, камеры видеонаблюдения) Оптимизация моделей под реальные условия (задержки, слабое железо, нестабильный свет) Интеграция моделей в production (API, edge-устройства, серверы заказчика) Разметка и подготовка датасетов совместно с командой Повышение точности и снижение ложных срабатываний",,1–3 года,,https://almaty.hh.kz/vacancy/132031395
ML-инженер,,Алматы,Kaspi.kz,,"Kaspi.kz – это место, где необыкновенные люди собираются вместе, чтобы проявить свои лучшие качества, как в работе, так и в жизни, потому что Kaspi – это не просто финансовое учреждение, а большая семья, которая объединила под своим крылом более 10 тысяч человек по всему Казахстану. Мы всегда ценим людей, которые стремятся к знаниям и великим победам, именно поэтому работа у нас – это шанс реализовать свой потенциал.  Работа полностью из офиса в городе Алматы. Чем тебе предстоит заниматься: Создание рекомендательных систем для увеличения продаж; Анализ результатов A/B тестов; Кластеризация клиентов, персонализация товаров и бонусов; Работа с маркетинговой аналитикой и ML. Что мы ожидаем: SQL и Python (pandas, numpy, sklearn); Основы ML и статистики; Навыки проведения A/B тестов; Опыт работы с e-commerce будет преимуществом. Что мы предлагаем: Работу в крупнейшей IT-компании страны с проектами для миллионов пользователей; Участие в интересных Data Science и ML-проектах; Конкурентную зарплату; Профессиональный рост, обучение и менторство; Современный, комфортный офис в центре Алматы.",,,1–3 года,,https://almaty.hh.kz/vacancy/132369730
Senior/Middle DevOps инженер,,Алматы,АО KMF Банк,,"Что делать? Внедрение и развитие методологии DevOps/DataOps/ML в компании; Построение Lakehouse инфраструктуры; Поддерживать процессы отделов DWH (Science, Engineering, Analytics); Администрирование и развитие систем Kafka, Dataflot, Airflow, NiFi, Spark, Iceberg, Trino, RKE2, Gitlab; Развивать процессы CI/CD в рамках используемых инструментов; Администрирование серверов Linux; Автоматизация процессов, разрабатывать и развивать решения IaC. Если у вас: Опыт работы DevOps инженером от 2 лет; Опыт администрирование Linux от 3-х лет; Опыт настройки и эксплуатации боевых решений на базе Kafka от 1 года; Опыт работы с Kubernetes/Docker; Знание методологий CI/CD, умение работать с Gitlab; Опыт настройки Nginx/Haproxy; Настройка и администрирование систем мониторинга и сбора логов Zabbix, Grafana, Prometheus, Loki, Promtail, ELK; Базовые знания работы с Airflow, NiFi. Bash/Python (умение писать скрипты разной степени сложности); Чтение документации на английском языке. Будет плюсом: Знание ETL-процессов; Опыт работы с Dataflot, Spark, Iceberg, Trino, Minio, MLFlow, Open Metadata, N8N; Работа с продуктами Atlassian (Jira, Confluence); Умение пользоваться Ansible; Terraform; Helm, ArgoCD. Что мы предлагаем: Официальное трудоустройство в соответствии с ТК РК; Гибкий график работы (08:30–17:30 / 09:00–18:00 / 09:30–18:30); Ежегодный оплачиваемый отпуск — 28 календарных дней; Лечебное пособие в размере одного оклада при выходе в отпуск (после 1 года работы, при отпуске от 14 дней). После прохождения испытательного срока: Кафетерий льгот (медицинское страхование, обучение, спорт, развитие детей, авиа- и ж/д билеты); Два дополнительных дня Day Off в год; Гибридный формат работы (2 дня - в офисе, 3 дня - удаленка).",,,3–6 лет,,https://almaty.hh.kz/vacancy/130318235
C++ Разработчик робототехники (Unitree / ROS2),,,ТОО TECHNO PARTNERS,,"C++ Разработчик робототехники (Unitree / ROS2) Опыт работы: 3–6 лет Формат: Удалённо, полная занятость (5/2, 8 часов) О компании Edoox.com — ведущая образовательная платформа Казахстана для учащихся, учителей и школ. Более 1 млн пользователей и 2000 школ используют наш сервис для подготовки к экзаменам и контроля знаний. О проекте Мы запускаем инновационное направление — робот-педагог для образовательных учреждений. Цель проекта — создать интерактивного робота-помощника на базе платформы Unitree, который сможет проводить занятия, взаимодействовать с учениками, распознавать их и вести диалог с использованием современных AI-технологий. Это уникальная возможность стать частью команды, которая объединяет робототехнику, AI и образование с реальной социальной миссией. Технические требования Обязательные навыки C++ разработка Уверенное владение современным C++ (C++17/20). Глубокое понимание ООП, STL, шаблонов, RAII, smart pointers. Знание принципов SOLID, паттернов проектирования. Многопоточное программирование (std::thread, мьютексы, атомарные операции). Опыт работы с CMake, отладкой и профилированием (GDB, Valgrind). ROS2 и Unitree Опыт коммерческой разработки на ROS2 (Humble/Iron/Jazzy). Работа с unitree_ros2 — управление, телеметрия, кастомные ноды. Понимание архитектуры ROS2: nodes, topics, services, actions, parameters. DDS (Data Distribution Service), QoS-политики. Создание кастомных сообщений и сервисов (msg/srv/action). Опыт работы с Unitree SDK (unitree_sdk2 / unitree_legged_sdk). Понимание принципов управления квадрупедами / гуманоидными роботами (locomotion, gait control, базовая кинематика). Python (вспомогательный) Уверенное владение Python 3+ для написания вспомогательных скриптов, прототипов, инструментов автоматизации. Работа с Unitree Python SDK для быстрого прототипирования сценариев поведения робота. ROS2 Python (rclpy) — создание нод и интеграций. Computer Vision Опыт работы с OpenCV. Распознавание лиц, эмоций, жестов, объектов. Работа с моделями детекции (YOLO, MediaPipe и аналоги). Интеграция CV-моделей в реальном времени с потоком данных с камер робота. Базовое понимание работы с RGB-D / LiDAR данными. LLM интеграция Опыт интеграции LLM API (OpenAI, Anthropic Claude, локальные модели). Построение диалоговых систем (контекст, промпт-инжиниринг, function calling). Связка распознавание речи (STT) → LLM → синтез речи (TTS). Понимание задержек и оптимизации для интерактивного общения с детьми. Инфраструктура и инструменты Linux (Ubuntu 22.04+) — уверенный пользователь, базовое администрирование. Git — система контроля версий, работа в команде через Git Flow / GitHub Flow. Менеджеры пакетов: apt, pip, colcon, conan/vcpkg. Опыт работы с встраиваемыми платформами (NVIDIA Jetson — плюсом). Сетевые протоколы (TCP/UDP, WebSocket, gRPC). Дополнительные плюсы Опыт с Docker / docker-compose (контейнеризация ROS2-приложений). Опыт работы с симуляторами роботов (Gazebo, Isaac Sim, MuJoCo). Знание навигации и SLAM (Nav2, RTAB-Map, Cartographer). Опыт интеграции с облачными сервисами (AWS, GCP, Azure). Знание принципов безопасности при работе с детьми (UX/UI для образовательной среды). Опыт работы в EdTech или с интерактивными образовательными продуктами. Знание реактивных фреймворков и паттернов (Behavior Trees, FSM). Личные качества Умение быстро анализировать чужой код и работать с open-source проектами. Системное мышление и способность видеть проект целиком. Ответственность и соблюдение сроков. Готовность работать в кросс-функциональной команде (CV/ML инженеры, дизайнеры, методисты). Интерес к робототехнике, AI и образовательным технологиям. Готовность к работе в проекте с социальной миссией.",,,1–3 года,,https://almaty.hh.kz/vacancy/132736202
Senior Data Engineer,,Астана,ТОО IT Холдинг Kazdream,,"6+ лет опыта в Data Engineering; Опыт построения production-grade data-платформ; Сильные знания SQL и распределённых систем; Будет большим плюсом ( Graph processing (Neo4j, JanusGraph, Gremlin) ML / scoring pipelines).","Проектирование и развитие ETL / ELT архитектуры; Нормализация, дедупликация и корреляция данных; Построение streaming pipelines для real-time enrichment и scoring; Поддержка Entity Resolution / Identity Resolution; Работа с шумными, неполными и противоречивыми данными; Реализация replay / backfill без потери консистентности;",,более 6 лет,,https://almaty.hh.kz/vacancy/131910466
