title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Менеджер по подбору персонала,от 300 000 до 400 000 ₸ за месяц,Шымкент,ТОО Sandyq World,,,"Вести полный цикл подбора: от заявки до выхода кандидата Закрывать массовые и точечные позиции (рестораны, кофейни, офис) Активно искать кандидатов (HeadHunter, соцсети, холодный поиск) Проводить телефонные интервью и первичную оценку Сопровождать кандидатов до выхода на работу Взаимодействовать с руководителями подразделений Контролировать сроки закрытия вакансий Вести базу кандидатов и отчётность Участвовать в улучшении процессов найма Что для нас важно: Опыт в рекрутинге от 1 года (желательно массовый подбор) Понимание воронки подбора и этапов найма Умение работать в динамичном темпе и с несколькими вакансиями Навыки оценки кандидатов (адекватность, мотивация) Готовность к активному поиску, а не только работе с откликами Ответственность и ориентация на результат Будет плюсом: Опыт подбора в HoReCa / ритейле Навыки холодного поиска Опыт закрытия массовых вакансий в короткие сроки Мы предлагаем: Заработная плата: 250 000 – 300 000 тг (обсуждается по итогам собеседования) График работы: 5/2, 09:00 – 18:00 Официальное трудоустройство Работа в офисе в г. Шымкент Стабильная компания с масштабируемыми проектами Возможность профессионального роста внутри группы компаний Результат работы на этой позиции: Укомплектованные команды в ресторанах и кофейнях, своевременный выход кандидатов и стабильный поток сотрудников. Если коротко — ты обеспечиваешь бизнес людьми, а не процессом подбора.",,1–3 года,,https://almaty.hh.kz/vacancy/132741387
Менеджер по персоналу,от 500 000 до 550 000 ₸ за месяц,Атырау,ТОО Nasar Solutions,,Знание трудового кодекса РК,"Взаимодействие с менеджерами предприятия по вопросам кадров. Сотрудничество с кадровыми агентствами в вопросах поиска и отбора кандидатур. Участие в мероприятиях по аттестации сотрудников предприятия. Подготовка обзоров и отчетов по рынку труда. Участие в составлении планов по кадровому развитию предприятия. Взаимодействие с сотрудниками предприятия по проблемным моментам работы. Проведение тестов и собеседований с соискателями, а также проверка сообщенных ими сведений. Отслеживание новаций в сфере кадрового законотворчества. Участие в работе по поощрению работников предприятия. Объяснение соискателям и новым сотрудникам основных рабочих моментов на предприятии. Сотрудничество с коллегами по вопросам кадровой деятельности. Участие в подготовке программ по переподготовке и повышению квалификации сотрудников. Участие в разрешении трудовых споров между сотрудниками.",,более 6 лет,,https://almaty.hh.kz/vacancy/132654763
HR менеджер,от 400 000 ₸ за месяц,Караганда,"ТОО Карагандинский турбомеханический завод, ТОО",,"Опыт работы в подборе персонала от 1 года (желательно производственный персонал) Навыки проведения интервью и оценки кандидатов Умение работать с большим количеством вакансий Грамотная устная и письменная речь Уверенный пользователь ПК Ответственность, организованность, коммуникабельность Мы предлагаем: Официальное трудоустройство согласно ТК РК Стабильную заработную плату Работа в производственной компании с интересными задачами Опыт подбора специалистов технического профиля Дружный коллектив и поддержку со стороны руководства График работы 5/2 с 08:00 до 16:30 Имеется развозка: движение Юго Восток -Бухар Жырау.","Полный цикл подбора персонала на производственное предприятие (инженеры, слесари, рабочие специальности, административный персонал) Размещение вакансий на сайте и других площадках Активный поиск кандидатов, работа с откликами Проведение первичных телефонный интервью и очных собеседований Заполнение опросных листов, подготовка комментариев и рекомендации по кандидатам Согласование кандидатов с директором и руководителями подразделений Формирование списка необходимых документов, проверка пакета документов кандидатов Ведение базы кандидатов Подготовка отчетности по подбору (количество откликов, интервью, выходов, причины отказов) Взаимодействие с руководителями подразделений по заявкам на подбор персонал Дополнительно: Организация проживания для командировочных сотрудников(поиск квартир по РК и РФ)",,3–6 лет,,https://almaty.hh.kz/vacancy/132572716
HR-специалист,от 250 000 ₸ за месяц,Усть-Каменогорск,ЭТАЖИ (ИП Привальцев А.А.),,"HR-специалист / Специалист по подбору персонала Компания «Этажи» — лидер на рынке недвижимости в СНГ. Мы активно растем и ищем в команду HR-специалиста, который хочет развиваться в подборе персонала, работать в сильной компании и строить карьеру в сфере HR. Если тебе нравится общение с людьми, ты умеешь видеть в кандидатах потенциал и хочешь стать частью большой команды — будем рады познакомиться. Что предстоит делать: размещать вакансии и работать с откликами на job-сайтах; искать и отбирать подходящих кандидатов; проводить телефонные интервью и приглашать кандидатов на собеседование; сопровождать кандидатов на всех этапах подбора; участвовать в адаптации новых сотрудников; анализировать рынок труда и эффективность подбора; вести отчетность по результатам работы. Что мы предлагаем: поддержку и курирование со стороны Центрального офиса; реальную возможность карьерного роста в HR-направлении; стабильную заработную плату: оклад + KPI работу в крупной международной компании; дружную команду и комфортную рабочую атмосферу; интересные задачи и возможность профессионально развиваться. Кого мы ищем: тебе нравится общаться с людьми и легко находить контакт; ты хочешь развиваться в сфере HR и подбора персонала; ты умеешь работать в режиме многозадачности и доводить дела до результата; ты открыт(а) к обучению и быстро воспринимаешь новую информацию; у тебя есть опыт работы в подборе персонала и формировании команды; опыт работы в продажах или в клиентском сервисе будет преимуществом. Почему стоит выбрать нас: У нас HR — это не просто про звонки и резюме. Это про влияние на команду, рост бизнеса и собственное развитие. Ты сможешь получить практический опыт, поддержку, понятную систему работы и перспективу роста внутри компании. Перед откликом просим внимательно ознакомиться с условиями вакансии.",,,1–3 года,,https://almaty.hh.kz/vacancy/132304922
HR менеджер,от 55 000 ₽ за месяц,,Любимая Земля,,"— Умение организовывать свое рабочее время, работать в команде, расставлять приоритеты;  — Позитивность, активность, стрессоустойчивость;  — Способность работать в режиме многозадачности, нацеленность на результат;  — Готовность развиваться в сфере подбора персонала, легко принимать нововведения.",,,не требуется,,https://almaty.hh.kz/vacancy/132575851
HR - менеджер,,Шымкент,ТОО 2ГИС-Справочник Двух Столиц,,"2GIS – международная IT-компания, которая охватывает более 1000 городов, преимущественно в России и Казахстане. Аудитория 2ГИС превышает 70 млн пользователей в месяц. Мы разрабатываем карту, справочник и навигатор для комфортной жизни в городах. Помогаем людям жить в городе, а бизнесу — развиваться. Нам в компанию требуется сотрудник на должность «HR-менеджер», который сможет подбирать отличную команду и поддерживать корпоративную культуру 2GIS. Рассматриваем кандидатов с возможностью релокации! Что Вы будете делать? Подключаться к процессу подбора вместе с рекрутером: от поиска кандидатов до подписания оффера; Использовать разные каналы поиска: job-сайты, рекламу, реферальную программу и другие инструменты привлечения; Подбирать кандидатов по готовому профилю в тесном взаимодействии с руководителями; Сопровождать адаптацию новых сотрудников в период испытательного срока; Работать с мотивацией и вовлечённостью команды, поддерживая комфортную атмосферу; Контролировать организацию мероприятий и развивать корпоративную культуру; Формировать отчётность и контролировать ведение КДП, а также подключаться к другим HR-процессам по мере необходимости. Качества, которые мы ценим: Позитивный и энергичный настрой; Целеустремлённость и ориентация на результат; Ответственность; Желание развиваться; Гибкость и готовность к динамичной работе. Что нам важно? Опыт в подборе и адаптации персонала от 1 года (понимание полного цикла работы с сотрудником); Знание основ трудового законодательства ТК РК; Навык проведения структурированных интервью, знание способов оценки кандидата; Опыт в развитии HR-процессов или организации мероприятий будет преимуществом. Что мы предлагаем? Комфортный офис с зоной отдыха, где можно переключиться; Сильную команду с дружелюбной атмосферой, где много общения, креатива и совместных активностей; Активную корпоративную культуру: тимбилдинги, мероприятия и внутренние активности (киберспорт, будилки и многое другое); Обучения от компании, возможность для профессионального роста; Официальное трудоустройство по ТК РК; График работы 5/2 с 09:00 до 18:00; Стабильную заработную плату с выплатами дважды в месяц. Будем рады Вашему отклику! Также Вы всегда можете связаться с нами по контактам.",,,1–3 года,,https://almaty.hh.kz/vacancy/132186605
Менеджер по подбору персонала,,Астана,ИП Mono flowers,,"HR-менеджер / Управляющий (цветочный магазин) 🌸 Ищем сильного HR-менеджера с управленческим мышлением в команду цветочного магазина. Нам нужен человек, который не просто нанимает, а выстраивает эффективную команду и держит процессы под контролем. Что нужно делать: — Подбор и наем сотрудников — Проведение собеседований — Контроль дисциплины и работы персонала — Управление командой и помощь в организации процессов — Решение текущих задач по магазину — Адаптация и мотивация сотрудников Кого ищем: — С опытом в HR и в управлении — Сильные лидерские качества — Ответственного и организованного — Коммуникабельного, умеющего работать с людьми Условия: — График: 6/1 с 09:00 до 19:00 — Суббота: с 09:00 до 15:00 — Зарплата 300000",,,1–3 года,,https://almaty.hh.kz/vacancy/132172209
Business Development Manager Google Cloud,,Алматы,ТОО Elcore Distribution KZ  (Элкор Дистрибьюшн КЗ),,"Elcore — международный дистрибутор оборудования для создания информационных систем, потребительской электроники, программного обеспечения, облачных сервисов и решений по кибербезопасности. Мы работаем с 2006 года и помогаем клиентам делать бизнес более прогнозируемым и прибыльным. У нас есть представительства в 11 странах Восточной Европы и Азии. В настоящий момент мы находимся в поисках BDM Google Cloud на территории Казахстана. Нам нужен опытный, самостоятельный и проактивный коллега, который сделает нашу команду еще сильнее! Над какими задачами вам предстоит работать: Работа с рынком и поиск: Активный поиск новых клиентов и качественная обработка входящих лидов. Участие в профильных мероприятиях (выставки, конференции, вебинары). Ведение прогноза продаж Sales Pipeline и соблюдение KPI Продажи и переговоры: Выявление бизнес-потребностей клиентов в решениях Google Cloud. Установление контактов с Decision Makers и лицами, влияющими на выбор. Проведение презентаций и демонстраций решений совместно с командой. Управление циклом проекта: Полное сопровождение сделки: от первого контакта до этапа Close. Координация команд: привлечение технических экспертов Elcore и Google для разработки архитектуры и оптимального решения. Расчет спецификаций, подготовка коммерческих предложений и сопровождение подписания контрактов. Послепродажная работа и развитие: Развитие отношений с существующими заказчиками (Upsell/Cross-sell). Ведение проектной и отчетной документации. Для нас важно: Английский язык: не ниже(B2) Опыт в продажах: успешный опыт в B2B продажах (желательно в сфере IT, системной интеграции, SaaS или Cloud-решений). Business Development: навыки поиска и установления отношений с ЛПР «с нуля» через LinkedIn (Sales Navigator), сервисы для поиска контактов и нетворкинг. Мы предлагаем: комфортную и дружелюбную рабочую атмосферу; интересные задачи, возможность прокачать свои навыки; график работы 5/2 с 9:00 до 18:00, час перерыва; удобное рабочее место в офисе; корпоративные мероприятия раз в год; Оплата: (ставка + %); Локация: Алматы, или есть опция отдаленно; Обучение и сертификация за счет компании (Google Cloud Certified); Возможность участия в международных профильных ивентах (Google Cloud Days и др.) Какие этапы вас ждут: с вами свяжется HR менеджер, проведет телефонное интервью либо пригласит на онлайн-знакомство; на встрече вам зададут уточняющие вопросы, подробнее расскажут от позиции; собеседование с руководителем; вручение оффера.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132732480
HR-специалист,от 350 000 до 750 000 ₸ за месяц,Алматы,ТОО LOGUNOFF,,"Высшее образование в области управления персоналом, психологии или смежных областях. Опыт работы на аналогичной должности будет плюсом. Знание трудового законодательства. Опыт проведения собеседований и оценки кандидатов. Отличные коммуникативные и организаторские навыки. Умение работать в команде и на результат. Владение офисными программами и системами управления персоналом. Мы предлагаем: Конкурентоспособную заработную плату. Возможности для профессионального роста и развития. Дружный и профессиональный коллектив. Удобный график работы. Социальные гарантии и льготы в соответствии с трудовым законодательством. Мы ждем вас в нашей команде!",Поиск и подбор персонала на открытые вакансии компании. Проведение собеседований и оценка кандидатов. Организация и координация процесса адаптации новых сотрудников. Разработка и внедрение программ обучения и развития персонала. Управление системой оценки эффективности сотрудников. Участие в разработке и реализации HR-стратегии компании. Ведение кадрового делопроизводства. Обеспечение соблюдения трудового законодательства.,,не требуется,,https://almaty.hh.kz/vacancy/132498318
Менеджер по персоналу,от 400 000 до 450 000 ₸ за месяц,Алматы,АО Электромонтаж,,"Отличное знание Трудового кодекса РК и практики его применения; Уверенное владение Excel (формулы, обработка данных); Опыт работы с программами 1С и ЗУП: выгрузка, анализ и корректировка отчетов; Навыки разработки и оформления нормативных документов; Знание системы «Еңбек», включая сроки внесения кадровых документов и размещения вакансий; Своевременная подготовка и сдача HR-отчетности в сжатые сроки; Обязательное знание казахского языка!!!","Полное ведение кадрового делопроизводства на двух языках, включая табель учета рабочего времени и штатное расписание, резерв отпусков; Сбор, обработка и анализ HR-данных из программ 1С и ЗУП, редактирование отчетов на основе выгрузок из ЗУП; Аналитика отчетов по кадровым перемещениям; Координация работы HR-специалистов по кадровому делопроизводству, оказание методической помощи по филиалам; Автоматизация регулярной отчетности в 1С, ЗУП, Excel (формулы, обработка данных); Составление нормативных документов (должностных инструкций и положений ит.д.); Енбек: внесения данных по КДП в срок, ежемесячный мониторинг; Подбор персонала (рекрутинг); Сдача стат. отчетов (ежеквартальных и ежегодных); Анализ эффективности HR-процессов и разработка предложений по их улучшению.",,1–3 года,,https://almaty.hh.kz/vacancy/132458065
HR Generalist,от 400 000 ₸ за месяц,Алматы,ИП 365 Consulting,,,"Ведение полного цикла подбора линейного персонала; Ведение базового кадрового делопроизводства (прием, увольнение, отпускные); Контроль рабочего времени сотрудников; Контроль выхода сотрудников и адаптации. Чего мы ожидаем от кандидатов: Опыт в рекрутинге (желательно линейный персонал); Базовое понимание КДП (прием, увольнение); Уверенное владение: Excel / Google Sheets; Опыт работы с системой Clockster будет преимуществом.",,1–3 года,,https://almaty.hh.kz/vacancy/132686789
Менеджер по подбору персонала/Рекрутер,до 300 000 ₸ за месяц,Алматы,ТОО InnovaTech,,"• Опыт в подборе персонала от 1 года (желательно в розничной торговле); • Знание методов и инструментов поиска кандидатов; • Хорошие коммуникативные навыки; • Умение работать в быстром темпе и многозадачном режиме; • Уверенный пользователь ПК, знание Excel, мессенджеров, job-платформ (HH, OLX, Instagram и др.).","• Поиск и подбор персонала для кофеен сети (администраторы, официанты, повара, ранеры, технички, баристы и др.); • Размещение вакансий на онлайн-площадках и в социальных сетях; • Проведение телефонных и очных интервью; • Ведение базы кандидатов и отчетности по подбору; • Взаимодействие с руководителями по вопросам найма. • Адаптация персонала",,1–3 года,,https://almaty.hh.kz/vacancy/132715590
HR менеджер с функциями офис менеджера,от 350 000 до 450 000 ₸ за месяц,Астана,ТОО Alver Group,,"Опыт работы HR менеджером, Менеджером по персоналу, Офис-менеджером Проактивная жизненная позиция Умение работать в режиме многозадачности Гибкость, лояльность, умение находить общий язык с людьми Знание ТК РК Знание и опыт работы по подбору, адаптации, оценке персонала","Полный контроль за жизнедеятельностью офиса (50 человек) Заказ и контроль остатков всех необходимых товаров для деятельности офиса ( вода, канцелярские товары, хоз.товары) Контроль посещаемости сотрудников ( всех подразделений) Контроль за чистотой офиса( есть тех персонал) Оформление всех необходимых кадровых документов( приём, увольнение, перевод и др) Поиск и адаптация новых кандидатов по потребности подразделений Оценка эффективности сотрудников Разработка и внедрение материальной /нематериальной мотивации сотрудников Организация корпоративов Поздравление сотрудников с Днём рождения Работа с входящей/исходящей корреспонденцией Тесная коммуникация с руководителями подразделений по вопросам организации рабочего процесса.",,3–6 лет,,https://almaty.hh.kz/vacancy/132728770
Рекрутер / Менеджер по подбору персонала,от 200 000 до 500 000 ₸ за месяц,,ТОО DASS & Partners,,✔ Опыт в подборе персонала от 2-х лет ✔ Готовность работать на результат ✔ Ответственность и самостоятельность ✔ Обязательно наличие доступа к базе hh.kz Не упустите возможность работать удаленно и получать стабильный доход за успешный подбор кандидатов! Если вы опытный рекрутер с базой кандидатов и готовы к продуктивному сотрудничеству – откликайтесь скорее!,Подбор кандидатов на линейные и руководящие должности Проведение интервью и оценка соответствия кандидатов требованиям Ведение базы кандидатов и предоставление отчетов Гарантийная замена кандидата в течение 1 месяца (если он ушел),,1–3 года,,https://almaty.hh.kz/vacancy/132623884
HR Intern,,Алматы,"ТОО ЮНИЛЕВЕР КАЗАХСТАН (ТМ, Unilever)",,"As an HR Intern you’ll assist with recruitment coordination, employee onboarding, participate in all HR processes and employer branding activities. This role offers hands-on learning in a dynamic, consumer-driven environment and opportunities to develop core HR skills. Requirements -4th year student | fresh graduate who wants to understand the recruitment processes -experience in MS Outlook (scheduling meetings) -experience in MS Excel (basic formulas, pivot) - business English - experience in Canva - Business Communication - English upper-intermediate - creative mindset and structured thinking Responsibilities HR Sourcing : screen applications based on the criteria, schedule interviews, guide candidates through the hiring process, interact with hiring manager Employer Branding : collecting post-event content, organizing the event, coordinating with the global team on content submission on LinkedIn.",,,1–3 года,,https://almaty.hh.kz/vacancy/132150266
Senior HR Operations Specialist,,Алматы,ТОО EY (Ernst & Young),,"At EY, we’re all in to shape your future with confidence. We’ll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. The opportunity We’re hiring a Senior HR Operations Specialist in Almaty. What will you do: Execute the full HR administration cycle in Kazakhstan: hiring, transfers, terminations Work in enbek.kz (ЕСУТД), manage HR orders, personnel records and documentation Maintain and update HRIS data in SuccessFactors, 1C and other systems Manage employee files (physical and digital), leaves, sick leaves, personal data Support onboarding and offboarding processes Handle employee HR-related inquiries and provide HR support Support military records and reporting as required Ensure compliance with Kazakhstan and Kyrgyzstan Labor Codes and internal HR policies It can be challenging — and we believe you will overcome those challenges. What we expect from you: 3+ years of experience in HR Operations, HR Generalist, HR Administration or related roles Practical experience with ЕСУТД, HR systems and HR documentation Knowledge of Kazakhstan Labor Code Experience managing leaves, orders, time sheets, sick leaves and personal data High accuracy, responsibility, confidentiality and attention to detail Ability to work under deadlines, multitask and work independently Confident user of MS Office and HRIS platforms (SuccessFactors, 1C) Languages: Kazakh and Russian, English (intermediate). What we offer you: Temporary contract Strong internal & external networking: industry events, meet-ups, communities Challenging projects with regional exposure (Central Asia) Hybrid work model & modern office space Well‑being support: corporate activities and discounts And many more…",,,1–3 года,,https://almaty.hh.kz/vacancy/132811037
Рекрутер / HR специалист,от 250 000 до 500 000 ₸ за месяц,,ТОО Oktrening,,"Мы в поиске Внештатного рекрутера по подбору персонала, который понимает специфику массового подбора линейного персонала. .  Работать Вы можете где угодно и любое время в день, так как эта вакансия подразумевает именно удаленную работу по подбору в штат компании менеджеров контакт центра, поэтому Вам нужно будет в свое свободное время или на постоянной основе как это делают другие наши рекрутеры работать на площадках соискателей, просеивая много разных резюме, проводя с ними первичные собеседования и после передавать нам на обучение. А как только они обучатся и будут приняты, мы сделаем Вам за каждого выплату. . Для нас Важно, чтобы Вы умели проводить собеседования, а если не умеете, то тоже можете попробовать эту вакансию посмотрев в ютубе как проводить собеседования и подбирать персонал ;) Очень хорошо, если Вы уже имеете базу резюме и кандидатов и используете альтернативные методы подбора кандидатов (хантинг, соц. сети, специализированные online-порталы, конференции и пр.). Еще раз о том, кто нам нужен: не кадровик, ни менеджер по делопроизводству, а ИМЕННО специалист по подбору сотрудников. . Условия оплаты у нас хорошие, мы Вам объясним все когда с Вами созвонимся после отклика. Мы оплачиваем бонусы до принятия и после принятия сотрудника которого Вы нам предоставите. . Поэтому делайте отклик, если Вы полностью ознакомились с вакансией и ждите нашего первого звонка к Вам.",,,1–3 года,,https://almaty.hh.kz/vacancy/132299368
HR-специалист,300 000 ₸ за месяц,Алматы,ИП Sanber Agency,,Опыт работы HR / рекрутером от 1 года Понимание воронки найма и оценки кандидатов Опыт ведения кадровых документов Умение выстраивать коммуникацию с командой и руководителями Самостоятельность и системность Будет большим плюсом: Опыт подбора в маркетинге / креативных индустриях Насмотренность в SMM и digital (умение оценивать портфолио и кейсы) 💡 Мы предлагаем: Гибкий формат работы Возможность выстроить HR-направление практически с нуля Прямое влияние на рост команды и бизнеса Работа в динамичной маркетинговой среде Адекватное руководство и быстрые решения Конкурентную оплату (обсуждается индивидуально) 📩 Отклик: Отправьте резюме и короткий рассказ о себе будет плюсом: примеры закрытых вакансий или кейсы по подбору,"Полный цикл подбора (от брифа до выхода сотрудника) Поиск и найм специалистов (SMM, маркетологи, дизайнеры, менеджеры и др.) Проведение интервью и оценка кандидатов Взаимодействие с руководителями направлений Ведение кадрового делопроизводства Онбординг и адаптация новых сотрудников Развитие корпоративной культуры и HR-процессов Организация тимбилдингов, внутренних активностей Участие в обучении и развитии команды Первичная оценка портфолио кандидатов (особенно в маркетинге) 👤",,1–3 года,,https://almaty.hh.kz/vacancy/132234170
Менеджер по персоналу,,Алматы,ТОО Mega Center Management,,,"Полное ведение кадрового делопроизводства в соответствии с ТК РК; Оформление приема, перевода, увольнения работников; Работа со сменными графиками, контроль норм рабочего времени; Подготовка и сопровождение приказов по личному составу; Разработка и актуализация внутренних нормативных документов; Навыки: Отличное знание ТК РК (с последними изменения и дополнениями по текущему году); Знание программы 1С 8.3 ЗУП; Навыки разработки ВНД; Знание MS Excel.",,3–6 лет,,https://almaty.hh.kz/vacancy/132626284
HR менеджер,,Алматы,ТОО WUNDER academy (Академия ВУНДЕР),,,"1. Кадровое делопроизводство и Учет (40%): Ведение КДП в полном объеме (ТК РК): приемы, переводы, увольнения, отпуска. Работа в 1С:ЗУП: ведение табелей учета рабочего времени, кадровых отчетов для бухгалтерии. Регистрация договоров в ЕСУТД (Enbek.kz). Важно: Своевременное напоминание педагогам о необходимости повышения квалификации и получения категорий. 2. Рекрутинг и Адаптация (30%): Полный цикл найма: от размещения вакансий до оффера. Организация выхода новых сотрудников: подготовка адаптационного плана, сопровождение вхождения в коллектив. Ведение воронки подбора в Битрикс24. 3. Корпоративная культура и Развитие (30%): Проведение опросов удовлетворенности и анализ климата в коллективе. Организация корпоративных мероприятий, укрепляющих командный дух. Информирование команды о нововведениях через ленту Битрикс24. Что мы ожидаем от вас: Опыт работы менеджером по персоналу от 1–3 лет. Уверенное владение 1С:ЗУП и Битрикс24. Знание специфики работы образовательных учреждений (отпуска, медкнижкии). Ценностное совпадение с идеями гуманной педагогики. Мы предлагаем: Оформление по ТК РК. График работы: 08:00 – 16:00. Возможность профессионального развития и обучения (в том числе за счет работодателя). Скидки на обучение детей сотрудников в школе",,1–3 года,,https://almaty.hh.kz/vacancy/132320508
Менеджер по подбору персонала,,Мунайлинский район,ИП Omir,,Опыт работы подбора персонала в общепите Знание каз. и рус. языков наличие ноутбука Срочный выход,"Размещение объявлений в hh, других источниках Подбор",,1–3 года,,https://almaty.hh.kz/vacancy/131946234
"Manager (Analyst), Corporate Banking Department",,Алматы,АО Исламский Банк ADCB,,"Responsibilities: Cooperation with team of RMs servicing Banking clients; Preparation and revision of financial analysis part of credit applications in a timely manner with ability to deliver financial data analysis as well as cross factors dependencies analysis; Performing monitoring and control of existing facilities by way of quarterly monitoring of borrowers' financial standing, monthly monitoring of covenants compliance and annual review of existing facilities (financial part and non-financial part), monthly notification of expiration of borrowers' insurance and valuation; Presentation of corporate credit proposals to the Credit Committee; Preparation of monthly management reports on the Bank's Corporate Portfolio and other issues related to Corporate Banking; Conducting regular financial monitoring of corporate clients, industry analysis; Good organization of and entrusted function to ensure their proper execution in a timely and correct manner; Effective communication with Corporate Clients on various matters including receipt and submission of information; Collect data necessary for the analysis in all available sources; Share best practice with colleagues; Take initiative in solving challenging tasks; Continually reassessing the operational risks associated with the role and inherent in the business, taking account of changing economic or market conditions, legal and regulatory requirements, operating procedures and practices, management restructurings, and the impact of new technology; Ensure compliance with internal and regulatory requirements; Addressing any areas of concern in conjunction with line management and/or appropriate department. Requirements: English proficiency – advanced or higher; CFA/ACCA/FRM charter holder or high level of completion; Advanced skills in MS Excel, MS Visio, MS Project, MS PowerPoint; Good understanding of IFRS reporting (ability to analyze/compile); Knowledge of accounting principles and strong financial analysis skills; Higher education Bachelor or Master Degree in Finance, Economic, Accounting; Experience in corporate banking at least 3 years, experience in audit and/or advisory will be considered as well; Knowledge of corporate banking products and services; Customer-oriented, self motivated, capable of rapid decision making, persistent, organized; Ability to work in a team, disciplined, communication skills. Conditions: Full-time job Office in Esentai Tower, Almaty Medical Insurance Vacation of 25 business days (equivalent to 35 calendar days) Health & Education Allowance 2-hrs Juma break on Fridays Friendly and comfortable atmosphere Interesting corporate life Recruitment process: Our recruitment process usually includes, but is not limited to, the following steps: 1 Step – Submitting a resume 2 Step – Сase study in written form to be done at home 3 Step – First interview with Credit Analysis team and HR Recruitment 4 Step – Second interview with Head of Corporate Business and HR Director 5 Step – Hiring Decision These steps and processes may differ depending on the position requirements.",,,3–6 лет,,https://almaty.hh.kz/vacancy/131819248
