title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url,source
Инженер-тестировщик (QA engineer),от 200 000 до 500 000 ₸ за месяц,Астана,ТОО NTS design,,"NTS Design - мы Казахстанская компания по разработке и производству электронных устройств в сфере безопасности. Мы ищем ответственного тестировщика, способного найти, описать и задокументировать баги и проконтролировать их устранение. В нашей компании тестировщик осуществляет тестирование электронных устройств, которые в последующем серийно изготавливаются. Помимо самих устройств, необходимо тестировать программное обеспечение, предназначенное для настройки этих устройств. Нет опыта в коммерческих проектах? – Не проблема, мы всегда готовы предоставить возможности всем, кто хочет улучшать качество продукта и следить за его развитием. Что предстоит делать: Разрабатывать план тестирования, методики тестирования для производственного отдела и ОТК (отдел технического контроля); Составлять тестовую документацию: чек-листы, тест-кейсы, баг-репорты; Моделировать ситуации, которые могут возникнуть в условиях эксплуатации ПО; Составление отчетов по результатам тестирования; Классифицировать выявленные ошибки и контролировать процесс их ликвидации; Выполнять различные типы тестирования; Поддержка проекта на всех этапах его разработки; Коммуникация с командой разработки для устранения багов; Воспроизведение багов(ошибок) по описанию заказчиков для корректного оформления баг-репорта. Наши ожидания от успешного кандидата: Высшее техническое образование; Разбираться в пользовании электронных устройств; Знание теории тестирования; Знание модели OSI или TCP/IP; Знание клиент-серверной архитектуры; Понимание жизненного цикла разработки ПО и его тестирования(SDLC,STLC); Знание английского языка на уровне чтения технической документации; Умение тестировать Web приложения; Знания о какой либо баг трекинговой системы; Базовые знания в работе баз данных( на уровне простых запросов); Знаком с инструментами по типу Postman или nmap ( будет большим плюсом); Знаком с параметрами определяющими качество и объем цифровой обработки аудио или видео данных (битрейт, дискретизация и т. д). Будет здорово, если у тебя есть: Базовые знания программирования; Базовое владение терминалом Linux(знания базовых команд) ; Умение тестировать Desktop/мобильные и веб приложения; Знания различных видов как функционального так и не функционального тестирования; Знаком с системой управления версиями гит; Был опыт в тестировании мобильных приложений на базе Андроид. Условия работы: Заработная плата 200 000 – 500 000 тенге (исходя из твоих компетенций в рамках работы); Работа над очень интересными проектами, в рамках которых вы сможете продвинуться по карьерной лестнице. Конкурентоспособную заработную плату и повышения по результатам проектов. Возможность профессионального развития, обучения и сертификации за счет компании.",,,1–3 года,,https://almaty.hh.kz/vacancy/131957408,hh_parser_QA Engineer_full.csv
Инженер по контролю качества,,Астана,ТОО Integra Construction KZ,,"Высшее профильное образование (бакалавриат / магистратура) Опыт работы от 3 лет в строительстве (автомобильные дороги, мосты, тоннели) Опыт работы инженером по качеству Знание нормативно-правовой базы: СНиП, ГОСТ, СП Понимание строительных технологий и применяемых материалов Навыки чтения проектной и рабочей документации (чертежей) Опыт проведения строительного контроля и инспекций Знание требований к качеству СМР и материалов Владение AutoCAD","Проверка сертификатов и паспортов качества на материалы Контроль соответствия материалов проектной документации и нормативным требованиям Осуществление контроля качества строительно-монтажных работ на площадке (соблюдение технологий, геометрии, вертикальности/горизонтальности и т.д.) Выявление нарушений и дефектов в процессе строительства Выдача предписаний на устранение нарушений и контроль их выполнения подрядчиком Участие в проверках и совещаниях по вопросам качества Подготовка отчетности о состоянии качества и ходе строительных работ Взаимодействие с подрядными организациями и внутренними службами",,3–6 лет,,https://almaty.hh.kz/vacancy/132604718,hh_parser_QA Engineer_full.csv
Инженер-программист,,Атырау,ТОО SARI Suppliers,,наличие диплома о высшем инженерно-техническом образовании; наличие сертификата-аттестата/свидетельства по СКД Hikvision и видео Hikvision,"1. Разрабатывать программное обеспечение в соответствии с ТЗ. 2. Участвовать в проектировании архитектуры приложений. 3. Писать, тестировать и отлаживать код. 4. Исправлять ошибки и дорабатывать существующие системы. 5. Вести техническую документацию. 6. Участвовать в код-ревью. 7. Оптимизировать производительность программ. 8. Взаимодействовать с другими членами команды (аналитики, тестировщики, менеджеры).",,3–6 лет,,https://almaty.hh.kz/vacancy/132185251,hh_parser_QA Engineer_full.csv
Principal I&C Engineer - Atyrau,,Атырау,ТОО Стамгазстрой,,"Principal/Lead Instrumentation & Control Engineer Job description Preparation of project deliverables as per cost, schedule and quality requirements Act as Principal I&C engineer to manage I&C Department and project team In support of the Project Manager, interacting daily with the Client to interpret their needs and re-quirements and to ensure these are considered throughout planning and performance of services (Russian language is considered as an asset). Pre-planning, resource forecasting for engineering and other disciplines. Monitoring compliance to applicable codes, practices, QA/QC policies, performance standards and specifications and the requirements of the Company Integrated Management System. Monitoring and coordinating interfaces between key project parties (PMC, EPC, Vendor, Client). Monitoring and coordinating key interfaces between disciplines; including interface with Project Manager, Engineering Manager and Lead engineers relating to day to day project engineering is-sues. Collating and developing project status reports. Developing and issuing weekly and monthly project reports, as required by the Client and internal-ly. Conducting project coordination meetings to evaluate progress and prepare detailed reports. Supporting the Project Manager and Engineering Manager throughout administration of the PMC Contract and management of PMC personnel. Actively supporting PMC Team and Project Manager in preparing the documents required for PMC business management and invoicing (Work Orders, Time Sheets, Acts of Acceptance, etc.) in due coordination with Client Finance/Administration Department. Performing overall quality assurance for the Services (budget, schedule, plans, personnel’s per-formance) and report regularly on status of services. Supporting the Project Manager throughout coaching, teaching, mentoring and effective supervi-sion of assigned personnel. Adherence to CG1402-2_2 Tasks of a Department Manager. Qualification Must have sound knowledge and understanding of technical terms and conditions. Familiar with all phases of EPC Contracts. Awareness of compliance and audit processes. Ability to identify changes and improvements to the technical documentation and procedures to reflect Cli-ent’s changing requirements. Knowledge of computer based systems including, CAD, Database Management systems, Excel, Word, Microsoft Office or equivalent software packages. Be proactive, a self-starter and ability to work without supervision. Systematic thinker and good organizational skills/ time management. Strong personality with ability to be firm and persuasive without authority. Team player within and across functions. Sensitive to Client’s requirements and Client-focused. Education: Bachelor degree in engineering is minimum requirement; Master degree preferred Language skills: English and Russian are mandatory. Kazakh is advantageous Experience: Min 15 years, (Min 5 years – managerial experience) Atyrau, 5/2",,,более 6 лет,,https://almaty.hh.kz/vacancy/132753357,hh_parser_QA Engineer_full.csv
Тестировщик (middle/middle+) в интернет-магазин,от 800 000 ₸ за месяц,,ТОО Office-Expert.kz,,"""Office-Expert” - это первый в Казахстане интернет магазин по комплексному обеспечению офисов всем необходимым для полноценной деятельности и единственные, кто предоставляет широкий спектр услуг и товаров компаниям в сфере e-commerce по средствам нашего сайта. Если вы хотите участвовать в развитии e-commerce рынка в сегменте В2В в Казахстане, иметь стабильный доход, реальную перспективу карьерного роста, Вы способны выдерживать высокие темпы развития вместе со всей командой компании, то Вам сюда! Какие задачи перед Вами стоят: Анализ требований и разработка сценариев тестирования web-приложений; Ручное функциональное тестирование web-приложений; Расследование инцидентов с командой разработки; Анализ результатов, полученных во время прохождения тестов; Создавать задачи на исправление багов; Создавать понятные и подробные описания дефектов; Регрессионное тестирование. Какие Ваши навыки нам нужны: Практический опыт ручного тестирования web и mobile от 2-4 лет; Опыт работы с баг-трекинговыми системами; Опыт тестирования API (REST); Уверенное владение Postman; Знание принципов работы со Swagger; Опыт работы с DevTools браузера; Навыки составления тестовой документации (тест-кейсы, чек-листы, тест-планы); Умение читать и анализировать логи приложений; Опыт тестирования веб-приложений на desktop и mobile; Тестирование на реальных мобильных устройствах и эмуляторах; Умение работать с технической документацией и макетами в Figma; Базовые знания Git (pull, push, commit). ❗Навыки автоматического тестирования: Python для написания автотестов; pytest для создания тестовых сценариев; requests для автоматизации API-тестирования; Понимание принципов CI/CD для интеграции автотестов в пайплайн. Будет плюсом: Понимание микросервисной архитектуры; Опыт работы с e-commerce проектами; Знание основ HTTP/HTTPS протоколов; Опыт работы в Agile/Scrum командах; Опыт настройки CI/CD пайплайнов; Знание Docker для тестовых сред. Что мы можем предложить Вам; Полностью удалённый формат работы; График 5/2, с 9.00ч.до 18.00ч.по времени г.Алматы; Своевременные выплаты; Интересные задачи, развитие и обучение; Работу в компании, входящую ТОП 40 крупнейших торговых интернет-площадок по мнению Forbes Kazakhstan.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132291065,hh_parser_QA Engineer_full.csv
Middle+ CRM Manager,,,Genesis Group AG,,"🌍 We’re Hiring: СRM Manager 📍 Location: Remote 💡 About Us Yesim is a global eSIM and telecom SaaS company serving B2C and B2B customers with data and voice eSIM services worldwide. Our technical team of ~20 includes backend, frontend, QA, VoIP, and DevOps engineers. Infrastructure runs on AWS and Hetzner. We are scaling our backend team and looking for a Senior PHP Developer / Tech Lead who can take ownership of critical product stacks, drive code quality, and lead by example. ✨ About the Role  We are looking for an experienced CRM Manager to take charge of creating, supporting, and developing push and email campaigns. You will need to dive deep into the product and take our CRM strategy to the next level. The successful candidate knows how to work with copy, data, and users with a focus on LTV, user retention, and conversion growth.  📝 Responsibilities Сreation of new trigger-based communications. Maintenance and modification of current mailings and sequences. Independent preparation of copy for campaigns (with copywriter review if needed). Management of user database segmentation. Execution of A/B tests and working with hypotheses. Analysis of campaign results, identification of growth points, and constant optimization. Automation of successful manual campaigns. Work with the internal system, SendGrid (API + Marketing), and Stripo.  📩Requirements experience in CRM for 2+ years, preferably in digital products. systemic and analytical thinking in building marketing communications. knowledge of basic HTML layout. proficiency in analytics: open rate, click rate, conversion, retention, etc. understanding of segmentation principles, trigger sequences, and user scenarios. ability to write concisely, clearly, and engagingly in both Russian and English. skill in drafting technical specifications for the dev team. English and Russian proficiency at C1 level or higher (both verbal and written). 🎁 What We Offer Full ownership of a product stack from day one Direct collaboration with CDO Participation in AI engineering culture (Hermes, Argos, Iris) Structured delivery process with clear metrics Opportunity to define engineering standards in a growing company",,,3–6 лет,,https://almaty.hh.kz/vacancy/132533111,hh_parser_QA Engineer_full.csv
Инженер по качеству (КИПиА и электротехнической части),,Бурлинский район,ТОО Сырласу,,"Высшее техническое образование Наличие сертификата по взрывозащите «EX Inspection» признанный национальными и международными организациями Практический опыт работы в области контрольно-измерительных приборов и средств автоматизации в нефтегазовой промышленности не менее 3-х лет Умение оформлять чертежи согласно изменениям с красной редактурой Умение оформлять акты освидетельствования скрытых работ и актов промежуточной приемки ответственных конструкций, протокола ECL А, ICL А, ECL В, ICL, пусконаладочное досье Умение оформлять Ex регистр, СMMS","Инспекция, приемка работ по КИПиА и электрике Оформление запросов на инспекции и проведение инспекций Контроль качества строительно-монтажных работ, соблюдение технических регламентов строительных норм и правит технических условий и технологии производства работ, качества материалов и изделий, их соответствия установленным требованиям Участие в разработке методик и инструкций по текущему контролю качества работ и оформлении документов, удостоверяющих их качество Участие при входном контроле материала и оборудования поступивших на склад, проверки фактического места установки смонтированного оборудования Изучение причин, вызывающих ухудшение качества строительных работ, участие в разработке мероприятий по их устранению",,3–6 лет,,https://almaty.hh.kz/vacancy/132247171,hh_parser_QA Engineer_full.csv
Full Stack Test Engineer Trainee,,Алматы,Andersen,,"International company Andersen, one of the leaders in the outsource production market, is recruiting for Full-stack QA traineeship with further employment in Kazakhstan (in the office: Almaty). Andersen Company is interested in the rapid professional development of employees and improvement of their skills, is ready to invest funds and time. Therefore, our competitive advantage is considered to be rapid growth, in terms of salaries, among other things. Under the guidance of Andersen specialists, you will learn modern testing tools and master automation, expanding your skills across all levels of the product. A traineeship at Andersen is a confident start toward a highly demanded profession that will help you unlock your potential as a full‑stack engineer. Requirements: Intermediate or higher level of English (verbal communication); good knowledge of testing theory; understanding of SQL; understanding of WEB / Mobile apps; work experience is not required; will be a plus: technical background, any experience in programming, completed courses in testing area; will be a plus: Intermediate or higher level of German; will be a plus: basic knowledge of programming languages. If you are interested in our free online courses “Quality Assurance for Beginners”, please indicate “Courses” in the response. Requirements for free online courses “Quality Assurance for Beginners”: English level: Intermediate or higher (verbal communication); elementary knowledge of software testing and programming. Conditions: practice on a training project under the guidance of experienced tutors; control of the trainee's knowledge mastery and feedback; office-based format of training; corporate English language courses at the office or online; access to the corporate internal training programme (own educational platform); participation in the company's vibrant corporate life. An Andersen trainee can confidently count on: high professionalism of mentors; careful and attentive attitude during training; assistance and support during the training process and when entering a commercial project afterwards; guaranteed employment upon successful completion of training. Based on the evaluation of your candidacy, you may be awarded a scholarship of 120 000 KZT. Andersen is a great opportunity to start and grow in IT!",,,не требуется,,https://almaty.hh.kz/vacancy/132242039,hh_parser_QA Engineer_full.csv
QA тестировщик,,Алматы,АО Народный банк Казахстана,,"• Опыт написания тестовых сценариев и тест-кейсов. • Знание процессов тестирования и QA (включая тестирование функциональности, регрессионное тестирование, интеграционное тестирование и т.д.). • Понимание основ SQL и баз данных • Опыт работы с Jira для управления задачами и отслеживания дефектов. • Понимание и опыт работы с методологиями Agile/Scrum. • Опыт работы с различными инструментами автоматизации тестирования (например Appium) приветствуется. • Опыт работы с фреймворками для тестирования в Selenium, Cypress, Playwright приветствуется. • Опыт оптимизации процессов тестирования, умение работать с метриками качества, навыки наставничества и взаимодействия со стейкхолдерами.","- Проведение мануального тестирования в рамках спринтов (функциональное, регрессионное, приемочное) - Анализ и документирование результатов тестирования - Взаимодействие с командой разработки - Участие в планировании спринтов и груминге для анализа пользовательских историй и критериев приемки - Составление и выполнение тест-кейсов и чек-листов на основе требований - Регистрация багов в Jira и обсуждение их с разработчиками - Участие в демо и ретроспективах, предоставление обратной связи по качеству продукта - Разработка и внедрение подходов к тестированию, адаптированных под Agile-процессы компании - Участие в стратегическом планировании качества продукта на уровне нескольких команд или проектов - Анализ метрик тестирования (дефектность, покрытие тестами) для улучшения продукта - Наставничество для тестировщиков и содействие в повышении их квалификации в Agile-среде - Взаимодействие с Product Owner и внешними стейкхолдерами для обеспечения высокого уровня качества релизов",,1–3 года,,https://almaty.hh.kz/vacancy/131990446,hh_parser_QA Engineer_full.csv
Сервисный инженер по ремонту медицинского оборудования,,Алматы,ТОО PHARMIX,,"высшее/ средне-специальное образование IT или медицинский инженер; приветствуется знание IT или радиоэлектроники; технические навыки в электротехнике; опыт по ремонту медицинского оборудования; умение решать конфликтные ситуации, возникающие при проведении монтажа и ремонта медицинского оборудования; знание английского языка, желательно технический перевод на уровне не менее intermediate; ответственность, нацеленность на результат, быстрая обучаемость, коммуникабельность; возможность выезда в командировки.","выполнение мероприятий по диагностике медицинского оборудования; выполнение ремонта и инсталляции оборудования; проведение обучения мед. персонала работе с медицинским оборудованием; оформление актов монтажа и ввода оборудования в эксплуатацию, технического заключения о неисправности гарантийного оборудования, актов по ремонту гарантийного оборудования, рекомендаций по установке оборудования; выезд по заявке, в командировки; сдача оборудования в эксплуатацию.",,3–6 лет,,https://almaty.hh.kz/vacancy/129404396,hh_parser_QA Engineer_full.csv
Бизнес-аналитик,,Астана,ТОО IT Холдинг Kazdream,,"3+ лет опыта работы бизнес-аналитиком в гос.проектах; Высокий уровень прототипирования в FIGMA; Опыт интеграции с гос. системами и описания интеграций; Опыт разработки технической документации (ТЗ, СТПО и пр.); Навыки моделирования бизнес-процессов; Опыт эффективного взаимодействия с разработчиками, тестировщиками, дизайнерами; Умение структурировать информацию, логически мыслить и выявлять важное; Умение вести переговоры и официальную переписку.","Анализ потребностей пользователей и сбор требований; Написание четких и прозрачных технических заданий разработчикам, в том числе прототипирование в FIGMA; Участие в тестировании и приемке разработанного функционала, интеграций с ИС; Активное взаимодействие с разработчиками, тестировщиками, дизайнерами; Разработка презентаций, проведение демонстраций заказчику.",,3–6 лет,,https://almaty.hh.kz/vacancy/132196856,hh_parser_QA Engineer_full.csv
Начальник отдела технического контроля,,Костанай,ТОО КаmLitKZ,,"высшее профессиональное (техническое) образование и стаж работы в должности инженера по качеству или других инженерно-технических должностях; знать технологические процессы и режимы литейного производства. Чтение чертежей , умение работать с документами и пользоваться измерительным инструментом; виды производственного брака, методы его предупреждения и устранения; Знания в области СМК ISO9001 и IATF16949.","Обеспечивать выполнение заданий по повышению качества выпускаемой продукции, осуществлять контроль за деятельностью подразделений предприятия по обеспечению соответствия продукции, требованиям потребителей. Участвовать в разработке, совершенствовании и внедрении системы управления качеством, создании стандартов и нормативов качественных показателей, контролировать их соблюдение. Анализировать информацию, полученную на различных этапах производства продукции, показатели качества, характеризующие разрабатываемую и выпускаемую продукцию и принимает меры по предотвращению выпуска продукции, не соответствующих установленным требованиям. Рассматривать и анализировать рекламации и претензии к качеству продукции, работ (услуг), готовить заключения и вести переписку по результатам их рассмотрения. Изучать причины, вызывающие ухудшение качества продукции (работ, услуг), выпуск брака, участвовать в разработке и внедрении мероприятий по их устранению. Принимать участие в разработке методик и инструкций по текущему контролю качества работ в процессе изготовления продукции, в испытаниях готовых изделий и оформлении документов, удостоверяющих их качество. Организация работы персонала измерительной лаборатории, разработка методик контроля и анализа для измерительной лаборатории.",,3–6 лет,,https://almaty.hh.kz/vacancy/132104374,hh_parser_QA Engineer_full.csv
Техник слаботочных систем,350 000 ₸ за месяц,Астана,ТОО FIREMAN TAMER,,"знание систем видеонаблюдения умение работать с системами видеонаблюдения удаленно знание систем автоматической пожарной сигнализации в том числе (Болид, Рубеж) умение работать с ситемами СКУД, турникетами и домофонией знание правил дорожного движения и умение управлять легковым транспортом свободное владение ПК умение работать инструментами и оборудованием для монтажа (IPC тестер, мультиметр, программаторы адресных систем) поверхностное знание систем противопожарного водоснабжения, систем дымоудаления","2.1. Обеспечение круглосуточного контроля, работоспособности и бесперебойной работы слаботочных систем подконтрольных объектов организации; 2.2. Оперативное реагирование на аварии, сбои, ложные срабатывания и нарушения работы оборудования; 2.3. Ведение журналов дежурств и отчётность по смене",,3–6 лет,,https://almaty.hh.kz/vacancy/132739994,hh_parser_QA Engineer_full.csv
Сервисный инженер по ремонту медицинского оборудования,,,ТОО PHARMIX,,"высшее/ средне-специальное образование IT или медицинский инженер; приветствуется знание IT или радиоэлектроники; технические навыки в электротехнике; опыт по ремонту техники/ ПК, умение работать с мультиметром, паяльником; умение решать конфликтные ситуации, возникающие при проведении монтажа и ремонта медицинского оборудования; знание английского языка, желательно технический перевод на уровне не менее intermediate; ответственность, нацеленность на результат, быстрая обучаемость, коммуникабельность; возможность выезда в командировки.","выполнение мероприятий по диагностике медицинского оборудования; выполнение ремонта и инсталляции оборудования; проведение обучения мед. персонала работе с медицинским оборудованием; оформление актов монтажа и ввода оборудования в эксплуатацию, технического заключения о неисправности гарантийного оборудования, актов по ремонту гарантийного оборудования, рекомендаций по установке оборудования; выезд по заявке, в командировки; сдача оборудования в эксплуатацию.",,1–3 года,,https://almaty.hh.kz/vacancy/132108932,hh_parser_QA Engineer_full.csv
Head of engineering,,Астана,ТОО BeyimTech,,"BeyimTech LLP| Astana | EdTech + AI BeyimTech - казахстанская EdTech-компания, разрабатывающая образовательные технологии с использованием искусственного интеллекта. Сейчас мы развиваем два продукта: Beyim Synaq и Beyim.ai. Мы ищем Head of Engineering - сильного технического лидера, который сможет развивать инженерное направление компании, усиливать архитектуру продуктов, вести команду вперед и помогать нам строить масштабируемую технологическую платформу для сотен тысяч и миллионов пользователей. Чем предстоит заниматься Определять и развивать техническую архитектуру веб- и мобильных продуктов компании. Руководить инженерной командой: синхронизировать разработку, повышать качество решений и скорость delivery. Принимать ключевые технические решения по backend, infrastructure, integrations и scalability. Выстраивать инженерные процессы: code review, tech review, quality practices, release discipline. Совместно с product-командой превращать бизнес-цели в реализуемые технические решения. Участвовать в развитии платформы Beyim Synaq и Beyim AI, включая веб- и mobile-направления. Оценивать технические риски, узкие места и точки роста системы. При необходимости подключаться hands-on к наиболее важным техническим задачам. Что для нас важно Сильная техническая база и уверенная экспертиза в backend development / software architecture. Обязательное знание Go и практический опыт коммерческой backend-разработки на Go. Опыт руководства инженерной командой или ведущей технической роли. Практический опыт проектирования и развития сложных продуктовых систем. Понимание принципов масштабирования, отказоустойчивости, производительности и качества кода. Опыт работы с современным backend-стеком, cloud-инфраструктурой и DevOps-подходами. Способность принимать системные технические решения, а не только писать код. Высокий уровень ответственности, зрелости и ownership. Интерес к развитию технологического продукта в сфере образования и AI. Будет плюсом Опыт с AWS / Kubernetes / DevOps practices. Понимание React и Flutter ecosystem. Опыт работы с AI/ML-driven продуктами. Опыт развития инженерной культуры, найма и менторинга команды. Что мы предлагаем Возможность влиять на развитие реальных EdTech + AI продуктов с большим потенциалом роста. Сильные и амбициозные задачи на стыке технологий, образования и искусственного интеллекта. Современный технологический стек и пространство для инженерных решений. Конкурентную оплату труда. Офис на Левом берегу в районе Mega Silk Way. Развозку по г. Астана утром и вечером. Бесплатный фитнес-зал для сотрудников. Настольные игры, теннис и комфортную рабочую среду. Формат работы: офлайн, 5/2, с 8:30 до 17:30.",,,3–6 лет,,https://almaty.hh.kz/vacancy/131876712,hh_parser_QA Engineer_full.csv
QA Engineer (middle),до 700 000 ₸ за месяц,Алматы,ТОО Khan Group,,,"Проведение функционального, регрессионного и исследовательского тестирования системы; Обеспечение качества продукта на всех этапах разработки; Анализ требований и участие в их уточнении; Разработка тест-кейсов, чек-листов и тестовой документации; Заведение, описание и контроль исправления дефектов; Взаимодействие с разработчиками, аналитиками и другими участниками команды. Что мы ожидаем от кандидата: Опыт в тестировании программного обеспечения (функциональное и регрессионное тестирование); Умение составлять тест-кейсы и тестовую документацию; Опыт работы с баг-трекинг системами; Понимание жизненного цикла разработки ПО (SDLC); Внимательность к деталям, системный подход к работе; Умение работать в команде и коммуницировать с разработкой и аналитиками.  Для нас важен каждый работник, поэтому мы предлагаем: Работу в одном из лучших IT-холдингов Казахстана; Интересные и амбициозные задачи; Формат работы: офисный, 5/2 (каждая среда удаленка); Достойный уровень заработной платы; Комфортные условия труда: отсутствие бюрократии, простота коммуникации; Современный и уютный офис с зоной отдыха, библиотекой, настольным теннисом и футболом; Дружную и поддерживающую команду; Регулярные тимбилдинги и совместные мероприятия; Услуги корпоративного психолога для поддержки сотрудников.",,1–3 года,,https://almaty.hh.kz/vacancy/132749061,hh_parser_QA Engineer_full.csv
Системный аналитик,,Нур-Султан (Астана),ТОО KazInSys,,"Опыт работы системным или бизнес-аналитиком от 2 лет в сфере веб-разработки; Опыт взаимодействия с заказчиками на этапе пресейла и активной фазы проекта; Знание ГОСТов по разработке технической документации; Уверенное владение BPMN 2.0 и опыт построения диаграмм бизнес-процессов; Навыки разработки прототипов интерфейсов (например, в Figma, Moqups и др.); Умение четко и структурированно формулировать требования и задачи; Опыт подготовки спецификаций, ТЗ, пользовательских историй; Понимание архитектуры клиент-серверных и веб-приложений; Высшее образование в области ИТ, информационных систем или бизнес-аналитики. Будет плюсом: Опыт работы в проектах для госсектора или крупного бизнеса; Опыт работы в agile-командах (Scrum, Kanban); Мы предлагаем: Участие в интересных проектах; Возможность развития и обучения за счет компании; Конкурентная заработная плата, обсуждаемая по результатам собеседования.","Сбор, анализ и формализация требований от заказчика (интервью, воркшопы, документация); Подготовка технической и проектной документации в соответствии с ГОСТами и другими применимыми стандартами; Разработка и согласование функциональных и нефункциональных требований к системам; Создание прототипов пользовательских интерфейсов (low-fidelity и high-fidelity); Моделирование бизнес-процессов в нотации BPMN; Взаимодействие с менеджерами, командой разработчиков, тестировщиков и дизайнерами на всех этапах жизненного цикла проекта; Участие в приемо-сдаточном контроле и сопровождении внедрения решений.",,3–6 лет,,https://almaty.hh.kz/vacancy/132616142,hh_parser_QA Engineer_full.csv
