title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url,source
HR менеджер,от 350 000 до 400 000 ₸ за месяц,Астана,ИП Винокурова Е.А,,"🔥 HR-менеджер в NewBody.kz Астана | от 350 000 до 400 000 ₸ | 5/2 Если вы не просто “закрываете вакансии”, а строите команды и усиливаете бизнес через людей — вам к нам. NewBody.kz — студия аппаратной коррекции фигуры с 9-летним именем и стабильным потоком клиентов. Мы растём, масштабируемся и ищем HR, который станет стратегическим партнёром руководителя. 💼 Ваша зона влияния: — Полный цикл подбора (мастера, администраторы, управляющие) — Построение системы адаптации, чтобы сотрудники быстро выходили на результат — Развитие и обучение персонала — Формирование сильной корпоративной культуры — Удержание и вовлечённость команды — Внедрение современных HR-инструментов 🔹 Ваша работа будет напрямую влиять на прибыль и атмосферу компании. 🔎 Нам важно: — Опыт в HR от 2 лет — Умение находить сильных людей, а не просто «закрывать позиции» — Навык оценки, интервью по компетенциям — Системность и инициативность — Энергия и умение вдохновлять Если вы чувствуете, что способны выстроить сильную команду и не боитесь ответственности — это ваша позиция. 💎 Что вы получаете: ✅ Доход от 350 000 до 450 000 ₸ ✅ Официальное трудоустройство ✅ График 5/2 с 10:00 до 19:00 ✅ Современный офис (в 1 минуте от остановки) ✅ Работа с собственником напрямую ✅ Возможность выстроить HR-систему под себя ✅ Реальный карьерный рост (до HRD при масштабировании) 📩 Как попасть в команду: 1️⃣ Откликнитесь на вакансию 2️⃣ В сопроводительном письме ответьте: “Какую HR-систему вы бы внедрили в первую очередь и почему?” 3️⃣ Отправьте резюме в WhatsApp Екатерине NewBody.kz — место, где HR не «оформляет», а строит бизнес через людей. Если вы амбициозны и хотите влиять — мы ждём именно вас. 🚀",,,1–3 года,,https://almaty.hh.kz/vacancy/132619405,hh_parser_HR Manager_full.csv
HR специалист,,Алматы,ТОО «Гостиница «Жетысу» (Novotel living and Ibis Almaty Zhetisu),,"Main Responsibilities: Personnel records management; Staff selection; Staff adaptation; Staff motivation; Staff assessment; Staff development and implementation of staff training programs; Staff training Requirements: Higher education; Degree in HR field would be a plus; Relevant work experience; Training experience; 1С ЗУП; Good knowledge of Labor Code; Good knowledge of Word, Exсel, Power Point; Fluent English is a MUST; Kazakh language would be a PLUS Условия: График работы 5/2 ; Официальное трудоустройство в соответствии с ТК РК; Достойная заработная плата; Возможности для профессионального и карьерного роста; Работа в молодом и энергичном коллективе под управлением международной компании Скидки на услуги отелей сети Accor;",,,3–6 лет,,https://almaty.hh.kz/vacancy/131971021,hh_parser_HR Manager_full.csv
Менеджер по подбору персонала (Рекрутер),,Астана,ТОО Smart Remont,,"Smart Remont — отечественный бренд с 7-летней историей и лидер рынка в сфере ремонтных услуг. Мы реализовали более 10 000 проектов и продолжаем активно расти. Сейчас усиливаем команду нашего партнера по бизнесу и ищем в его команду профессионально рекрутера. Цель позиции: быстрый и качественный рекрутмент ( линейные позиции + позиции среднего звена) в строительной сфере. Ваши основными задачами будут: проведение телефонного интервью проведение интревью офлайн подготовка документов для оформления кандидатов для этого Вам необходимо: иметь опыт в массовом рекрутинге владеть различными каналами поиска владеть двумя языками в совершенстве ( государственный + русский языки) Условия: официальное трудоустрйство 5/2 c 8 утра до 17.00 вечера, с 12.00 до 13.00 -обеденный перерыв новый офис в центре левого берега ( имеется гардеробная, большая кухонная зона) работа в команде профессионалов Ждем ваших откликов с сопроводительным письмом с детальным описанием достижений в рекрутменте.",,,1–3 года,,https://almaty.hh.kz/vacancy/132298442,hh_parser_HR Manager_full.csv
HR-бизнес-партнер (HR BP),,Алматы,"ТОО Abris Distribution Kazakhstan, Филиал Компании в Казахстане",,"Высшее образование Опыт работы на аналогичной позиции от 5 лет и более Владение английским языком не ниже уровня Intermediate Развитые коммуникативные навыки, высокая работоспособность, аналитический склад ума, высокий уровень самоорганизации, умение работать в режиме многозадачности Желание развиваться и расти в HR -сфере",,,3–6 лет,,https://almaty.hh.kz/vacancy/132653559,hh_parser_HR Manager_full.csv
Менеджер по персоналу,,Петропавловск,ЧК ASAM HOLDING LIMITED,,"Опыт работы HR менеджером или рекрутером от 3 лет Обязательный опыт массового подбора персонала (производство, строительство, розница — как плюс) Опыт запуска команды / масштабного найма — будет преимуществом Готовность работать в динамичной среде запуска проекта Развитые коммуникативные и организационные навыки Мы предлагаем: Участие в запуске нового производственного объекта Возможность выстроить HR-функцию «с нуля» Поддержку со стороны головной компании Конкурентную заработную плату",,,3–6 лет,,https://almaty.hh.kz/vacancy/132744989,hh_parser_HR Manager_full.csv
HR менеджер,от 200 000 до 300 000 ₸ за месяц,Шымкент,ТОО Mega SMART,,"Вы ищите МЕГА ИНТЕРЕСНУЮ работу в HR сфере, которая позволит показывать ваши результаты и достижения путем помощи людям?! Тогда мы ждем именно вас. Продуктом вашей деятельности будет: - Ведение кадрового документооборота; - Разработка и внедрение мотивации для персонала (как материальной, так и не материальной); - Должностные инструкции; - Организация мероприятии направленных на введение в должность, быструю адаптацию новых сотрудников, тимбилдингов; - Координация работы по обучению, повышению квалификации персонала для развития деловой карьеры. Важно: иметь высшее или среднее специальное образование (юридическое, экономическое, управление персоналом). иметь опыт работы в кадровом делопроизводстве от 2 лет (желательно в производственной компании). знание Трудового кодекса РК и нормативных актов по трудовым отношениям. В свою очередь компания предоставляет возможность карьерного и профессионального роста. Постоянное повышение квалификации путем обучения!",,,1–3 года,,https://almaty.hh.kz/vacancy/132748526,hh_parser_HR Manager_full.csv
HR специалист,от 200 000 до 400 000 ₸ за месяц,Астана,ТОО ined.kz,,"С активной жизненной позицией. Готовый к усердной работе, новым знаниям и развитию; Уметь общаться с разными категориями людей, уметь слушать и слышать; Быстрая реакция на возражения. Уметь убеждать, аргументировать; Широта мышления и кругозор в разных сферах (быть интересным собеседником); Высокий уровень обучаемости и желание постоянно развиваться и поглощать новую информацию; Структурность, аналитическое мышление и умение просчитывать действия на несколько шагов вперед; Знание делового этикета. Желание работать и зарабатывать! Быть частью большой и дружной команды.",Осуществлять самостоятельный поиск‚ отбор и анализ резюме; Проводить качественные телефонные/оффлайн интервью; Проведение адаптационных мероприятий.,,не требуется,,https://almaty.hh.kz/vacancy/132121862,hh_parser_HR Manager_full.csv
Младший HR specialist,от 300 000 ₸ за месяц,Алматы,ТОО Индастриал Медикал Солюшенз (АйЭмЭс),,"Who we are looking for Trusted HR Professional, with min 1 year experience and knowledge of 1C ZUP, labor legislation, skills of working with various modern tools and applications in the field of HR management, the ability to analyze data and provide reports; Main Job responsibilities Assist HR Business partner with full HR cycle: HR Administration (hiring, data entering to 1C, MyHR, contracts, orders issue etc.) Full staff database (data entering and regular updates) MyHR system administration Development and control of the Job description (drafts, signature, updates etc.) Trainings (E-learning registration, reporting) HR Audits (internal and external) Talent management and Performance review (forms collection, analysis etc.) Compensation & Benefits (salary review, payment structure review and recommendations) Medical insurance (registration of new employees and cleaning up of resigned staff) HR statistics, turnover reporting Organizing corporate events Visa support for foreigners, Work Permit processing Occupational Health&Safety other special projects Requirements Bachelor degree Min of 1 year of experience as HR Generalist Good expertise in Labor legislation, knowledge of rotational staff requirements Good command of English and Kazakh Ability to make quick, smart business decisions. Ability to work in a fast-paced environment with rapidly changing priorities. Initiative, persuasive and proactive Achievement driven, team player Proficient in Power Point, Word, Excel, VISIO Outstanding communication skills, result-oriented, target-driven What we offer: Work in international company Comfortable office and friendly team Medical insurance Corporate mobile communication Corporate teambuildings Tea&coffee from company Please apply ONLY IF YOU DO HAVE HR experience and background!",,,1–3 года,,https://almaty.hh.kz/vacancy/132667786,hh_parser_HR Manager_full.csv
HR Specialist,от 350 000 до 400 000 ₸ за месяц,Алматы,ТОО Globalink,,"(Maternity Cover role) Responsibilities: Strong understanding and practical application of HR administration and documentation processes Managing employee lifecycle processes (onboarding, offboarding, internal changes) Working with HR systems: 1C, Enbek.kz, Picar, TimeCamp, Dogovor24 Monitoring and analyzing attendance data (Picar, TimeCamp) Managing group wide Org-charts, keep them up-to date Maintaining and auditing employee files (both physical and electronic) Supporting HR processes: performance evaluation, training, and onboarding programs Arrange internal trainings within group. Work closely with managers and HR specialists Organizing internal and external trainings, HR communications, and events Preparing HR reports and ensuring data accuracy across systems Coordinating with internal departments Providing guidance to employees on HR policies and labor legislation Ad-hoc Supporting recruitment activities when required (not a core focus) Requirements: Higher education 1–2 years of experience in HR (strong focus on HR operations/administration) English – mandatory (working level) Knowledge of labor legislation of Kazakhstan Confident user of 1C Strong organizational and multitasking skills Attention to detail and ability to work in a fast-paced environment Proactive, responsible, and structured approach Conditions: ✉️ Official employment from day one in an international company ⚖️ Work schedule: 5/2, 09:00–18:00 (office-based) 📎 Office location: 52 Kabanbai Batyr Street ⚜️ Medical insurance after probation 📣 Professional team and supportive management 🔈 Meaningful and diverse HR tasks ☕ Friendly atmosphere and comfortable office environment 🔅 Corporate events, employee recognition, and gifts",,,1–3 года,,https://almaty.hh.kz/vacancy/132324382,hh_parser_HR Manager_full.csv
HR специалист,от 380 000 до 400 000 ₸ за месяц,Астана,ТОО SND Engineering,,"SND Engineering — архитектурно-проектная компания, реализующая современные и функциональные решения в сфере проектирования. Мы работаем с коммерческими и жилыми объектами, объединяя эстетику, инженерную точность и практичность. Наша команда — это архитекторы, инженеры и проектировщики, которые создают проекты, формирующие городскую среду. Сейчас мы усиливаем HR-направление и ищем специалиста, который поможет выстраивать системную работу с персоналом, развивать корпоративную культуру и усиливать HR-бренд компании. На сегодняшний день нам 19 лет и за это время мы: заключили 500 договоров на проектирование, экспертизу и перепланировку расширили клиентскую базу до 3000 контактов устроили в штат 40 сотрудников в 5 раз увеличили обороты создали 7 партнерств Присоединяясь к нам, вы получаете: ✅своевременную заработную плату ✅сплоченную молодую команду, каждый сотрудник всегда может обратиться за поддержкой; ✅ежегодные тимбилдинги в городе также в Боровое; ✅руководство открыто для решения вопросов и рассмотрения новых идей (равное отношение к каждому сотруднику) ✅карьерный рост (в перспективе вы можете стать HR-директором) ✅у нас классный офис с оборудованной кухней в золотом квадрате Астаны автобусные карточки, служебная машина и мобильная связь для работы; график работы 5/2, с 9.00-18.00 ч. Для нас важно и обязательно: высшее/ средне-специальное образование; активная жизненная позиция; опыт работы от 3-х лет в качестве HR-менеджера/рекрутера Какая задача стоит перед HR: ✅Рекрутинг (полный цикл): Поиск, подбор и адаптация персонала (Retail, офис, продажи). Проведение интервью и оценка кандидатов. ✅Кадровое делопроизводство (КДП): Полное ведение КДП в соответствии с ТК РК (приемы, увольнения, переводы, трудовые отпуска, личные дела). ✅Работа с порталом Enbek.kz: Своевременная регистрация и расторжение трудовых договоров и дополнительных соглашений, воинский учёт ✅взаимодействие с топ-менеджментом; ✅ Построение и поддержка позитивного HR-бренда компании; ✅ Мониторинг вовлеченности, участие в решении внутренних конфликтов и поддержание здорового микроклимата в коллективе; Ждем ваши резюме!",,,3–6 лет,,https://almaty.hh.kz/vacancy/132222771,hh_parser_HR Manager_full.csv
IT Recruiter (Middle/Senior),,,Innovate soft development,,"Join a fast-growing cybersecurity company specializing in world-class privacy and security solutions. Operating as a fully remote global team, we are on a mission to protect digital lives and ensure anonymity for millions worldwide. We are vocal advocates for civil rights, digital freedom, and an uncensored online culture.  We are looking for an experienced Recruiter who thrives on solving complex challenges. As our Full-Cycle Recruiter, you won't be waiting for applicants to come to you. You will be deep in the trenches of LinkedIn, GitHub, and niche communities, identifying and closing the best minds in the industry. What You’ll Do: Strategic Partnership: Act as a consultant to Hiring Managers. You help define roles, calibrate requirements against market reality, and design the optimal interview process for each position. Active Sourcing & Hunting: You are a master of LinkedIn and alternative sourcing channels. You know how to engage passive Senior talent by selling our mission and high-speed culture. Deep-Dive Assessment: Conduct interviews using advanced behavioral and competency-based techniques. You dig deep to uncover technical potential, psychological resilience, and cultural alignment. Data-Driven Recruiting: Provide visibility into the hiring funnel. You use data to identify bottlenecks and suggest improvements to the hiring strategy. Full-Cycle Ownership: From the initial briefing with the Lead to the final closing and onboarding. You own the relationship with both the candidate and the manager. Who You Are: Expert Recruiter: 4+ years in IT/Digital recruitment with a proven track record of closing Senior/Lead level roles. Strong Partner: You have the confidence to challenge Hiring Managers, manage their expectations, and influence their decision-making process. Global Hiring Experience: You have successfully hired talent across multiple regions (CIS, Europe) and understand the nuances of international markets and remote work culture. Bilingual Proficiency: Fluent in both English and Russian. You can lead complex negotiations, write compelling job descriptions, and evaluate candidates with high precision in both languages. Autonomous & Resilient: You thrive in a high-speed, remote-first environment where results are the only metric that matters.  What we offer: Build personal AI agents using our premium infrastructure. Absolute freedom to work from any location. (GMT+1- GMT+5). Internal R&D opportunities. Paid time off and sick leave. Direct impact on a massive, world-class B2C product. A collaborative environment with some of the best minds. Hardware upon completion of your probation. If this sounds like you, we’ve been waiting for you! Let’s build the future of digital freedom together. Location Requirement: Due to payroll and compliance limitations, we are unable to hire or process payments for candidates currently residing in the Russian Federation or the Republic of Belarus.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132748891,hh_parser_HR Manager_full.csv
Рекрутер,,Батуми,LLC European Village,,"Опыт работы в подборе персонала от 2- х лет; Знание инструментов поиска: Executive Search, Headhunting. Навыки оценки кандидатов на высоком уровне на стадии резюме и телефонного интервью; Опыт работы по выстраиванию внутренних коммуникаций; Ориентация на результат, высокие коммуникативные навыки, системный подход к задачам.","Полный цикл подбора персонала в различных направлениях: продажи, маркетинг, строительство; Поиск кандидатов, в том числе используя технологии поиска Executive Search, Headhunting; Использование стандартных и альтернативных источников подбора; Проведение телефонного, видео и оффлайн интервью и проведение оценки кандидатов на собеседовании; Ведение кандидатов по всему процессу найма, в том числе предоставление обратной связи кандидатам после собеседования;",,3–6 лет,,https://almaty.hh.kz/vacancy/132652588,hh_parser_HR Manager_full.csv
HR менеджер,от 480 000 ₸ за месяц,Астана,ТОО MoneyFest International (МаниФест Интернешнл),,,"Полный цикл подбора: от открытия вакансии до выхода сотрудника на линию. Проактивный поиск: использование всех доступных каналов — от профессиональных сообществ и соцсетей до работы с базой конкурентов и реферальных программ. Пассивный поиск и ожидание откликов на hh.ru не дают нужного объема сильных кандидатов. Оценка коммерческих навыков: проведение собеседований с фокусом на проверку реальных продажных компетенций (знание воронки, техники работы с возражениями, опыт закрытия сложных сделок или консультативных продаж). Умение отличить кандидата с ""навыком"" от кандидата с ""желанием"". Взаимодействие с руководителем отдела продаж: участие в калибровках, уточнение профиля идеального кандидата, получение обратной связи и быстрая адаптация стратегии поиска. Аналитика: отслеживание конверсий по этапам воронки, анализ эффективности источников поиска и качества закрытых кандидатов (их retention и performance после выхода на работу). Наши ожидания от кандидата (критерии важности): Навыки рекрутинга . Вы владеете инструментами поиска, умеете проводить структурированные интервью и работать в CRM. Коммуникация и убеждение. Вы умеете ""продать"" вакансию так же хорошо, как наши менеджеры продают курсы. Вы способны заинтересовать кандидата, у которого изначально не было активного желания менять работу. Ответственность за результат. Вы понимаете, что ваша работа напрямую влияет на выручку компании. Вы заинтересованы не просто в закрытой вакансии, а в том, чтобы кандидат прошел испытательный срок и эффективно работал. Условия работы: Уровень дохода: от 480 000 тенге (фиксированная часть + прозрачная система бонусов за закрытые вакансии и качество найма). Влияние на бизнес: возможность напрямую влиять на рост компании, формируя костяк сильной коммерческой команды. Профессиональная среда: работа в динамичной индустрии онлайн-образования, регулярная обратная связь от сильного HR-руководителя и руководителя отдела продаж. Формат работы: офис Как откликнуться: Если вы чувствуете, что этот профиль вам близок, отправьте резюме. В сопроводительном письме коротко напишите о вашем опыте — это поможет нам быстрее понять ваше соответствие и пригласить на диалог.",,1–3 года,,https://almaty.hh.kz/vacancy/132772872,hh_parser_HR Manager_full.csv
HR менеджер,от 200 000 до 400 000 ₸ за месяц,Талдыкорган,ИП Прайм недвижимость N1,,"Требуется HR менеджер по подбору персонала Что нужно делать найм и адаптация специалистов по недвижимости поиском и подбором специалистов и руководителей различного уровня; проведением телефонного интервью; координацией процесса адаптации новых сотрудников; участием в мероприятиях по мотивации, обучению и оценке персонала; развитием и продвижение HR-бренда Требования коммуникабельность, нацеленность на результат; желание расти и развиваться в рамках Компании; приветствуется дополнительное образование (курсы, тренинги, семинары) по подбору персонала, обучению, адаптации персона Мы предлагаем работу в крупной стабильно развивающейся Компании с автоматизированными бизнес-процессами; официальное трудоустройство; конкурентная заработная плата: фиксированный оклад график работы 5/2, с 10:00 до 18.00 Адрес офиса РУСТЕМБЕКОВА 55/57",,,1–3 года,,https://almaty.hh.kz/vacancy/132687885,hh_parser_HR Manager_full.csv
HR-менеджер,от 300 000 до 500 000 ₸ за месяц,Шымкент,ТОО LIBERTY SPACE,,"Добро пожаловать в Liberty Space! Мы — динамичная европейская рекламная компания, работающая с международными брендами и создающая яркие маркетинговые решения. Сейчас мы в поиске офис-менеджера с функциями HR, который станет связующим звеном между командой, партнёрами и процессами внутри компании. Присоединяйся к нам, если у тебя в арсенале: Активность, ответственность, командный дух, высокая продуктивность и дружелюбие; Знание ПК (Word, Excel), 1C; Владение русским и казахским языками на высшем уровне (переписка, звонки); Ты организована и умеешь грамотно управлять рабочими процессами; Общение приносит вам удовольствие — вы легко находите общий язык с людьми и с радостью выстраиваете контакт; Презентабельный классический вид. Что тебе предстоит делать: Организовывать работу офиса и поддерживать комфортную атмосферу для команды; Вести административную документацию, работать с договорами и отчетностью; Курировать HR-процессы: подбор персонала, адаптация новых сотрудников; Поддерживать внутренние коммуникации и участвовать в организации рабочих мероприятий; Закуп необходимых товаров в офис. Что мы предлагаем: Работа в европейской компании с известными проектами; График работы 3/4 и 4/3 с 7:30 до 20:00; Гарантированный оклад в сумме 300 000 тг. и бонусы от компании(с возможностью еженедельного получения); Возможности для профессионального роста и развития в сфере рекрутинга; 2 раза в год — корпоративы, которые невозможно забыть: атмосфера, команда и уровень организации, из-за которых потом ещё долго делятся впечатлениями. Разумеется, всё за счёт компании; Бонусы, которые действительно вдохновляют: ежегодно мы отправляем лучших HR в путешествия в тёплые страны. В этом году HR из Алматы Лиза и Шымкента Аружан уже побывали в Таиланде — возможно, следующий билет будет твоим; Пицца-пати по пятницам (да-да вкусно и бесплатно). Сейчас в поиске одной сильной кандидатки на срочную позицию. Если готовы — ждём ваш отклик без промедления.",,,1–3 года,,https://almaty.hh.kz/vacancy/132688717,hh_parser_HR Manager_full.csv
Менеджер по персоналу,до 300 000 ₸ за месяц,Караганда,ТОО Алып-2008,,"Знание трудового кодекса РК, ЗУП, делопроизводства. Наличие высоких коммуникативных навыков. Умение работать в условиях многозадачности. Стрессоустойчивость,","Проведение собеседования с нанимающимися на работу. Анализ вакансий, мониторинг заработных плат. Ведение кадрового учета. Работа с государственными контролирующими органами. Введение в базу данных информации о работниках компании: прием, увольнение, перемещение, др. Проверка и обработка табелей учета рабочего времени. Контроль соответствия требованиям документов (сан.книжки и пр.)",,3–6 лет,,https://almaty.hh.kz/vacancy/131847857,hh_parser_HR Manager_full.csv
HR Specialist,,Атырау,ТОО Schmidt Kazakhstan,,"The family-owned company SCHMIDT, founded in 1948, is one of the leading logistics service providers in the bulk goods sector and today operates with over 3,500 employees at 49 locations worldwide. More than 1,000 trucks, around 6,500 bulk containers and almost 1,300 storage silos are part of the SCHMIDT Group’s equipment. Whether consulting, planning, construction or operation of logistics centers, whether storage, transport or handling – SCHMIDT offers, with its many years of know-how, the professional all-round service from a single source that is expected today from a good logistics expert. If you are interested in contributing to the success of an internationally active family business, then you have come to the right place. For our branch in Atyrau we are looking for HR Specialist Main Tasks 1. HR-Administration Maintain and update employee records and HR databases. Prepare HR documents such as employment contracts, official letters, and internal notices. Track employee attendance, leave, and other HR records. Ensure proper filing and documentation of HR-related paperwork. Maintain accurate HR files and employee documentation. Track employment contract renewals, probation periods, and certification validity. Ensure confidentiality and secure storage of HR documents. 2. Recruitment & Hiring Coordinate the recruitment process for open positions. Publish job vacancies on job platforms and other recruitment channels. Screen resumes and shortlist candidates. Schedule interviews and coordinate with hiring managers. Support the selection process and prepare employment offers for selected candidates 3. Payroll Support Prepare and verify payroll-related information before submission. Track employee attendance, overtime, and leave for payroll calculation. Prepare monthly timesheets and submit them to the accounting/payroll team for salary processing. 4. Employee Induction & Onboarding Organize and conduct induction programs for new employees. Introduce company policies, procedures, and workplace guidelines. Ensure completion and proper filing of onboarding documentation. 5. Training & Development Coordinate internal and external training programs for employees. Maintain and track employee training records and development activities. Assist management in scheduling and organizing staff training sessions. 6. Employee Communication & Scheduling Share HR announcements and important information with employees. Assist with scheduling HR meetings, training sessions, and internal activities. 7. Event Organization Organize office events, team-building activities Coordinate logistics and communication for employee engagement activities. 8. Reporting to HQ Office Prepare and submit regular HR reports to the HQ office. Provide updates on employee headcount, attendance, leave records, and HR activities. Support HQ requests related to HR documentation, reports, and compliance. 9. Additional Duties Provide general administrative support to management when required. Assist with HR projects and process improvements. Perform other HR-related assigned tasks. Support implementation of HR policies and procedures. Assist in resolving employee administrative issues. Provide general administrative support to management when required. Assist with HR projects, audits, and process improvements. Perform other HR-related tasks as assigned by management. Requirements Bachelor’s degree in Human Resources, Business Administration, or related field (preferred). 3 -5 years of HR Administration and HR management experience. Good organizational and communication skills. Proficiency in Microsoft Office (Excel, Word, Outlook). Fluent English; Ability to work independently and manage multiple tasks.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132239265,hh_parser_HR Manager_full.csv
Менеджер по подбору персонала,от 300 000 ₸ за месяц,Алматы,ТОО ORION facilities,,"Опыт работы HR менеджером от 2 лет; Развитые лидерские и коммуникативные навыки; Быстрая и качественная работа с различными источниками; Проактивность, инициативность; Умение работать автономно и в команде; Навык давать и получать конструктивную обратную связь; Желание внедрять улучшения и следить за трендами; Опыт или понимание автоматизации HR-процессов будет плюсом; Образование/курсы в области психологии или коучинга рассматриваются как преимущество.","осуществлять поиск кандидатов на открытые вакансии по всем каналам поиска, включая и не ограничиваясь Hh, olx.kz, enbek.kz, jobs; проводить собеседования; формировать личные дела сотрудников; подготавливать приказы на прием, увольнение, отпуск сотрудников и т.д.; табелировать сотрудников; Сопровождение сотрудников на испытательном сроке, проведение встреч 1-to-1 и контроль системы наставничества. Организация оценок (360°, Performance Review), составление планов индивидуального развития (ИПР). Организация тимбилдингов и внутренних мероприятий, развитие HR-бренда и трансляция ценностей компании. Проведение опросов удовлетворенности , работа с удержанием персонала и анализ причин текучести. Управление пакетом бенефитов (ДМС, компенсации) и мониторинг рынка труда. Участие в разработке систем мотивации; Формирование кадрового резерва; Поддержание укомплектованности салонов; Ведение аналитики по персоналу: текучесть, вовлечённость, эффективность; Оптимизация процессов внутренней коммуникации; Автоматизация процессов подбора и оценки эффективности (KPI, КПД); Проведение опросов и анкетирования сотрудников; Участие в аттестации и тестировании персонала; Мониторинг трендов HR и рынка труда. Наши ожидания: Опыт работы HR менеджером от 2 лет; Развитые лидерские и коммуникативные навыки; Быстрая и качественная работа с различными источниками; Проактивность, инициативность; Умение работать автономно и в команде; Навык давать и получать конструктивную обратную связь; Желание внедрять улучшения и следить за трендами; Опыт или понимание автоматизации HR-процессов будет плюсом; Образование/курсы в области психологии или коучинга рассматриваются как преимущество.",,1–3 года,,https://almaty.hh.kz/vacancy/132728425,hh_parser_HR Manager_full.csv
Специалист по кадровому делопроизводству / менеджер по персоналу в супермаркете,от 300 000 до 500 000 ₸ за месяц,Усть-Каменогорск,ТОО УК ТРК,,Опыт работы на аналогичной позиции Оперативность в работы,"Ведение полного цикла кадрового делопроизводства на 190 сотрудников в программе 1с ЗУП Предусмотрена стажировка и обучение специфике работы. Проверка табелей, сменного режима работы Рекрутинг Дополнительная работа - административная поддержка директора предприятия",,3–6 лет,,https://almaty.hh.kz/vacancy/132689641,hh_parser_HR Manager_full.csv
Hr менеджер,,Астана,ТОО Balbobek.kz,,"Опыт работы в сфере HR, подборе, адаптации или кадровом делопроизводстве","Проведение набора, отбора и оценки соискателей Проведение собеседований с кандидатами",,1–3 года,,https://almaty.hh.kz/vacancy/132257668,hh_parser_HR Manager_full.csv
HR-специалист,от 250 000 до 300 000 ₸ за месяц,Талдыкорган,ИП Темір сауда,,"Опыт HR от 3 лет • Умение отказывать, фильтровать, держать рамки • Сильные интервью (по компетенциям, кейсам) • Системность, взрослость, ответственность • Без позиции «я за всё хорошее» Эмоциональная зрелость • Навык вести диалог без драмы • Уважение к иерархии и договорённостям","Закрывать вакансии в срок и по качеству, а не ""кого нашли"" • Выстраивать HR-процессы с нуля или наводить порядок • Снижать текучку и усиливать команду • Внедрять адаптацию, оценку, мотивацию • Работать напрямую с собственником • Контроль дисциплины и договорённостей • Адаптация и оценка эффективности • Работа с текучкой",,3–6 лет,,https://almaty.hh.kz/vacancy/132605000,hh_parser_HR Manager_full.csv
