title,salary,city,job,publish_date,requirements,responsibilities,url,source
IT-специалист,,Алматы,АстанаИнжПроект,,,"информационной безопасности. Требования: Опыт работы в аналогичной должности от 3 лет. Знание систем защиты ... О компании: АстанаИнжПроект — проектно-инжиниринговая компания, специализирующаяся на ...",https://qyzmet.kz/redir?id=20634149,hh_parser_qyzmet_Информационная безопасность.csv
"Главный специалист, Категория E-R-4",От 282 693 ₸,Катон-Карагайский район,"Государственное учреждение ""Отдел предпринимательства и сельского хозяйства района Үлкен Нарын""",,,. Соблюдает требования информационной безопасности и исполняет техническую документацию по информационной безопасности. Выполняет иные поручения руководства в пределах компетенции. Соблюдать требования ...,https://qyzmet.kz/jobdesc?id=20642288&src=js,hh_parser_qyzmet_Информационная безопасность.csv
IT Аудитор,,Алматы,Kaspi Bank,,,стандартам информационной безопасности; Подготовка ограничительных мер при предоставлении доступа в ... Обязанности: Аудит ИС и ИТ-инфраструктуры на предмет соответствия требованиям ИБ; Рассмотрение ...,https://qyzmet.kz/redir?id=20473035,hh_parser_qyzmet_Информационная безопасность.csv
Инженер внедрения и поддержки,150 000 - 500 000 KZT,Астана,tLab Technologies,,,); - Понимание базовых принципов Информационной безопасности ; - Опыт работы от 1 года в технической поддержке ... ); - Опыт работы с решениями в области информационной безопасности; - Опыт участия в технических ...,https://qyzmet.kz/redir?id=20636752,hh_parser_qyzmet_Информационная безопасность.csv
IT специалист,250 000 - 300 000 KZT,Туркестан,Otau Group,,,Обеспечение информационной безопасности и защиты данных Консультирование пользователей по ... Обязанности: Поддержка и администрирование компьютерной техники и сетевой инфраструктуры Установка ...,https://qyzmet.kz/redir?id=20642674,hh_parser_qyzmet_Информационная безопасность.csv
Старший эксперт / Направление антифрод МСБ,,Алматы,Банк ЦентрКредит,,,"Знание SQL и опыт работы с базами данных Понимание принципов информационной безопасности Опыт работы ... и участие в расследовании мошеннических операций Взаимодействие с командами аналитики, безопасности ...",https://qyzmet.kz/redir?id=20640314,hh_parser_qyzmet_Информационная безопасность.csv
Специалист технической поддержки/системный администратор,До 200 000 ₸,Караганда,Ske,,,"технологий (VLAN, VPN) и оборудования Понимание принципов информационной безопасности Ответственность ... Обязанности: Обеспечение бесперебойной работы IT-инфраструктуры компании и клиентов ...",https://qyzmet.kz/redir?id=20635393,hh_parser_qyzmet_Информационная безопасность.csv
"Эксперт, Категория С-5",От 327 923 ₸,"Астана, Есильский район","Государственное учреждение ""Министерство сельского хозяйства Республики Казахстан""",,,. Осуществляет обеспечение информационной безопасности и обязательства по исполнению требований технической документации по информационной безопасности. 3.11. Проведение анализа по поступившим ...,https://qyzmet.kz/jobdesc?id=20641220&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Аналитик SOC L1,,Алматы,Нурбанк,,,"экранов; стремление к развитию в сфере информационной безопасности. Условия: Работу в стабильном Банке РК ... Обязанности: мониторинг событий ИБ (SIEM, EDR и др.); первичный анализ (triage); выявление ...",https://qyzmet.kz/redir?id=20649845,hh_parser_qyzmet_Информационная безопасность.csv
Инженер сети службы информационных технологий,,Экибастуз,Транстелеком,,,"информационной безопасности; Организация на основе оперативной информации по инцидентам информационной безопасности, работ по их предотвращению; Мониторинг и обеспечение бесперебойной работы всей ...",https://qyzmet.kz/redir?id=20645450,hh_parser_qyzmet_Информационная безопасность.csv
Главный менеджер Департамента цифровых решений,,Астана,ТОО «Казахстанские атомные электрические станции»,,,; Взаимодействие с командами разработки и подрядчиками; Соблюдение требований информационной безопасности ... информационной безопасности; Умение работать с инцидентами и анализировать причины сбоев. Будет ...,https://qyzmet.kz/jobdesc?id=20636955&src=js,hh_parser_qyzmet_Информационная безопасность.csv
ИТ - специалист,,Астана,Торговая компания Мегаполис-Казахстан,,,"информационной безопасности; Мы ждем именно тебя, откликайся! Полная занятость Полный день ... Что мы предлагаем: Официальное трудоустройство; Конкурентная заработная плата и ежегодное повышение ...",https://qyzmet.kz/redir?id=20634010,hh_parser_qyzmet_Информационная безопасность.csv
Инженер ЗДТУ / IT,750 000 - 850 000 KZT,Шымкент,Тесис,,,"систем, оперативное устранение неисправностей Обеспечение информационной безопасности и разделения ... Опыт работы в энергетике или на производственных объектах является преимуществом Обязанности ...",https://qyzmet.kz/redir?id=20636860,hh_parser_qyzmet_Информационная безопасность.csv
Junior IT Engineer / Python Developer (Video Surveillance),До 400 000 ₸,Караганда,HardDev.kz,,,", Dahua, Milestone и т.д.) Опыт интеграций через API Понимание основ информационной безопасности ... Обязанности: Настройка и подключение камер видеонаблюдения (CCTV) Конфигурация рабочих станций ...",https://qyzmet.kz/redir?id=20635277,hh_parser_qyzmet_Информационная безопасность.csv
Системный администратор отдела поддержки вычислительной и сетевой инфраструктуры г. Атырау (сектор аутстаффинга),,Атырау,ТОО «КМГ-Кумколь»,,,"требований в области информационной безопасности. Знания в области внедрения, сопровождения новых ... безопасности и пожарной безопасности; Знание Active Directory на основе Windows Server 2008–2019 ...",https://qyzmet.kz/jobdesc?id=20639916&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Главный менеджер юридического департамента,,Астана,АО «НК «QazaqGaz»,,,"законодательства, требований внутреннего контроля, управления рисками, комплаенс, информационной безопасности и конфиденциальности; выполняет иные функции, возложенные на юридический Департамент ...",https://qyzmet.kz/jobdesc?id=20635199&src=js,hh_parser_qyzmet_Информационная безопасность.csv
"Ведущий специалист, Категория E-G-4",От 243 700 ₸,Ескельдинский район,"Государственное учреждение ""Аппарат акима Кайнарлинского сельского округа Ескельдинского района""",,,и среднему предпринимательству; 9.Обеспечивает соблюдение технической безопасности; 10.Обеспечивает соблюдение информационной безопасности; 11.По поручению акима сельского округа выполняет другие ...,https://qyzmet.kz/jobdesc?id=20641838&src=js,hh_parser_qyzmet_Информационная безопасность.csv
"Главный специалист, Категория С-О-5",От 327 923 ₸,Костанай,"Государственное учреждение ""Костанайская областная территориальная инспекция Комитета государственной инспекции в агропромышленном комплексе Министерства сельского хозяйства Республики Казахстан""",,,"и требований по информационной безопасности. Выполняет иные обязанности, определенные руководством отдела ... и обследований, готовит отчеты, аналитические и информационные материалы. Взаимодействует с таможенными ...",https://qyzmet.kz/jobdesc?id=20642315&src=js,hh_parser_qyzmet_Информационная безопасность.csv
"Главный специалист, Категория E-G-3",От 243 700 ₸,Есик,"Государственное учреждение ""Аппарат акима города Есик""",,,". обеспечивает соблюдение технической безопасности. Обеспечивает соблюдение информационной безопасности ... взимать с физических лиц плату за имущество, землю и транспортные средства и обеспечивает ...",https://qyzmet.kz/jobdesc?id=20643287&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Заместитель начальника ИКТ-подразделений,200 000 - 250 000 KZT,Талдыкорган,Государственное коммунальное предприятие на праве хозяйственного ведения «Талдыкорганский индустриальный колледж» государственного учреждения «Управление образования области Жетісу»,,,"информационной безопасности и защиту данных. Руководить деятельностью IT-подразделения, распределять ... информационных систем организации. Обеспечивать бесперебойное функционирование IT-инфраструктуры ...",https://qyzmet.kz/jobdesc?id=20644703&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Сетевой инженер,,Алматы,«Финансовый Холдинг «Республика»,,,"требований ИБ; Участие в разработке и внедрении политики сетевой безопасности (ACL, segmentation ... и использования сетевых сенсоров ; Стремление к постоянному развитию в области информационной ...",https://qyzmet.kz/redir?id=20642596,hh_parser_qyzmet_Информационная безопасность.csv
IT-администратор,От 340 000 ₸,Петропавловск,Арида-Софт,,,информационной безопасности; - Настройка и контроль резервного копирования. Будет плюсом - Опыт настройки ... серверного оборудования Компании; - Настройка и сопровождение политик безопасности в домене (пароли ...,https://qyzmet.kz/redir?id=20572566,hh_parser_qyzmet_Информационная безопасность.csv
Системный администратор,От 340 000 ₸,Петропавловск,Арида-Софт,,,"-доступа; - Базовое понимание принципов информационной безопасности; - Настройка и контроль резервного ... и сопровождение политик безопасности в домене (пароли, блокировки, ограничение доступа); - Управление ...",https://qyzmet.kz/redir?id=20464274,hh_parser_qyzmet_Информационная безопасность.csv
Ведущий специалист по сопровождению информационных систем,,Алматы,Tele2/Altel,,,"-процессов в CRM B2B; Проводить оценку и устранение узких мест в работе системы Информационная безопасность ... Мы верим, что новое качество жизни можно нести через реализацию потенциала современных цифровых ...",https://qyzmet.kz/redir?id=20645396,hh_parser_qyzmet_Информационная безопасность.csv
ОТ/IT Инженер,,Байсерке,Danone,,,"антивирусных программ, в рамках обеспечения информационной безопасности, на компьютерах относящихся ... информационной системы. Оказывать поддержку производства при устранении неисправностей связанных с ...",https://qyzmet.kz/redir?id=20649743,hh_parser_qyzmet_Информационная безопасность.csv
Системный администратор (Middle/Senior System Administrator),,Астана,Азия-Софт Сервис ЛТД,,,"Компания Азия-Софт, известна как разработчик сложных информационных систем с повышенными требованиями к информационной безопасности, отказоустойчивости, быстродействию. Сотрудники являются самым ...",https://qyzmet.kz/redir?id=20643149,hh_parser_qyzmet_Информационная безопасность.csv
Помощник/Ассистент руководителя со знанием китайского языка,До 600 000 ₸,Алматы,Asia United Steel,,,и доверенные задачи Работа с конфиденциальной информацией Обеспечение информационной безопасности в ... безопасности и конфиденциальности при передвижении Полная занятость Полный день ...,https://qyzmet.kz/redir?id=20640638,hh_parser_qyzmet_Информационная безопасность.csv
Менеджер (15 Грейд) отдела цифровых компетенций филиала АО «НК «ҚТЖ» - «Центр диагностики пути»,,Астана,Филиал АО «НК «ҚТЖ» - «Центр диагностики пути»,,,"отдела цифровых компетенций; соблюдает требования интегрированной системы менеджмента, информационной безопасности и охраны труда при разработке и сопровождении программных решений. Квалификационные ...",https://qyzmet.kz/jobdesc?id=20641541&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Руководитель отдела IT-инфраструктуры (CIO),,Астана,DS Trading Company,,,"информационной безопасности, разграничения доступов, резервного копирования и защиты данных ... Ключевые задачи: Обеспечение бесперебойной работы IT-инфраструктуры компании: филиалы, производство ...",https://qyzmet.kz/redir?id=20635475,hh_parser_qyzmet_Информационная безопасность.csv
Комплаенс офицер,От 650 000 ₸,Усть-Каменогорск,УКТМК,,,"Системы менеджмента противодействия коррупции, информационной безопасности и относящихся ... руководству и Президенту аналитических, информационных, справочных и других отчетов в области комплаенс с ...",https://qyzmet.kz/redir?id=20635508,hh_parser_qyzmet_Информационная безопасность.csv
Руководитель центра разработки 1С,,Алматы,Aitas KZ,,,"информационных систем Формирование и развитие команды: постановка задач, распределение ролей ... /Специалист) Знания в области бухгалтерского учета / МСФО Опыт в DevOps или информационной ...",https://qyzmet.kz/redir?id=20634918,hh_parser_qyzmet_Информационная безопасность.csv
Бизнес аналитик IT -Департамент эксплуатации информационных систем и поддержки пользователей,,Астана,ТОО «Центр развития цифровой экономики»,,,отделом информационной безопасности. 5. Принимать участие: во внедрении разрабатываемых решений ... Обязанности: 1. Анализировать: потребности заказчика информационных систем и его бизнес-процессы ...,https://qyzmet.kz/jobdesc?id=20636545&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Менеджер (15 грейд) сектора сопровождения ИТ систем и ИТ инфраструктуры Департамента информационных технологий филиала АО «НК «ҚТЖ» - «Дирекция магистральной сети»,,Астана,Филиал АО «НК «ҚТЖ» - «Дирекция магистральной сети»;,,,"; Информационные системы; Системы информационной безопасности, Вычислительная техника и программное обеспечение ... Должностные обязанности: Выполняет сопровождение функционирования ИТ систем и ИТ инфраструктуры ...",https://qyzmet.kz/jobdesc?id=20634834&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Менеджер (15 грейд) сектора развития ИТ систем на базе SAP Департамента информационных технологий филиала АО «НК «ҚТЖ» - «Дирекция магистральной сети»,,Астана,Филиал АО «НК «ҚТЖ» - «Дирекция магистральной сети»;,,,"и управление (автоматика, телемеханика и связь на ж.д. транспорте); Информатика; Информационные системы; Системы информационной безопасности, Вычислительная техника и программное обеспечение, Математическое ...",https://qyzmet.kz/jobdesc?id=20634844&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Менеджер (15 грейд) сектора разработки и внедрения ИТ систем Департамента информационных технологий филиала АО «НК «ҚТЖ» - «Дирекция магистральной сети»,,Астана,Филиал АО «НК «ҚТЖ» - «Дирекция магистральной сети»;,,,"информационной безопасности, Вычислительная техника и программное обеспечение, Математическое ... проектировании архитектуры информационных систем (ИС), автоматизированных рабочих мест (АРМ ...",https://qyzmet.kz/jobdesc?id=20634845&src=js,hh_parser_qyzmet_Информационная безопасность.csv
"Ведущий специалист, Категория E-G-4",От 210 086 ₸,Ескельдинский район,"Государственное учреждение ""Аппарат акима Акын Саринского сельского округа""",,,мероприятий; 16. обеспечивает соблюдение технической безопасности; 17. обеспечивает соблюдение информационной безопасности; 18. обеспечивает соблюдение внутреннего трудового распорядка аппарата. 19 ...,https://qyzmet.kz/jobdesc?id=20641735&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Учитель информатики,От 250 000 ₸,"Алматы, Турксибский район","Товарищество с ограниченной ответственностью ""Финансовый лицей JOS""",,,": алгоритмическое мышление, основы программирования, цифровая грамотность, информационная безопасность ... ответственного отношения к использованию информационных технологий. Участие в мероприятиях, направленных на ...",https://qyzmet.kz/jobdesc?id=20644912&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Специалист технической поддержки,,Петропавловск,Бейкертон,,,удаленного администрирования Базовые знания информационной безопасности. Преимуществом будет: Знание ... Мы запускаем новое современное производство донатов в г. Петропавловске! Это амбициозный проект по ...,https://qyzmet.kz/redir?id=20649789,hh_parser_qyzmet_Информационная безопасность.csv
Менеджер Департамента SAP (Усть-Каменогорск),,Астана,KAP Technology,,,"; • Знания администрировании ИС, SAP; • Знание информационной безопасности Дополнительно: Лицензии ... сопровождения и развития информационной ИС, а также по оптимизации бизнес-процессов с использованием ...",https://qyzmet.kz/jobdesc?id=20639558&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Бизнес аналитик ИТ,,Астана,Црцэ,,,Обязанности: Анализировать: потребности заказчика информационных систем и его бизнес-процессы; существующие информационные системы; информационные процессы; Проводить: анализ бизнес-процессов; сбор ...,https://qyzmet.kz/redir?id=20636258,hh_parser_qyzmet_Информационная безопасность.csv
Инженер Технической поддержки Сетевой Безопасности (Security),,Алматы,Winncom Technologies/Уиннком Технолоджис,,,: Опыт работы в сфере информационной безопасности не менее трех лет; Английский язык на уровне ... На текущий момент в компанию требуется Инженер Технической поддержки Сетевой Безопасности ...,https://qyzmet.kz/redir?id=20635320,hh_parser_qyzmet_Информационная безопасность.csv
"Заместитель директора департамента маркетинга цен товаров, работ и услуг",,Астана,АО «НК «QazaqGaz»,,,"внутреннего контроля, управления рисками, комплаенс, информационной безопасности ... Обязанности: Обеспечивает исполнение поручений Директора Департамента и координацию деятельности ...",https://qyzmet.kz/jobdesc?id=20635197&src=js,hh_parser_qyzmet_Информационная безопасность.csv
"Главный специалист, Категория D-O-4",От 327 923 ₸,Туркестан,"Государственное учреждение ""Управление культуры Туркестанской области""",,,"требований информационной безопасности. 3.13.участвует в работе по проведению проверок исполнения законов о языке. 3.11.в информационной системе «E-Otinish», касающейся вопросов по развитию языков ...",https://qyzmet.kz/jobdesc?id=20641376&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Специалист по администрированию баз данных (администратор баз данных),От 330 000 ₸,"Астана, Байконурский район","Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная радиочастотная служба"" Министерства искусственного интеллекта и цифрового развития Республики Казахстан",,,"; Оптимизация производительности БД и выполнения запросов к БД; Разработка политики информационной безопасности ... сбоев. Обеспечение безопасности: знание принципов безопасности баз данных, включая управление доступом ...",https://qyzmet.kz/jobdesc?id=20642290&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Системный администратор,До 140 000 RUB,Алматы,"Эксмо, издательство",,,"информационной безопасности, администрирование СКУД; планирование закупок ИТ оборудования и ПО ... Active Directory (политика безопасности, групповые политики), DNS, DHCP, WSUS, Terminal server ...",https://qyzmet.kz/redir?id=20645377,hh_parser_qyzmet_Информационная безопасность.csv
Инженер сектора SCADA департамента АСУТП и связи,,Алматы,ТОО «Казахстанско-Китайский Трубопровод»,,,информационной безопасности комплекса технических и программных средств автоматизированной системы ... производством /информационные технологии / электроника / управление производством и другие связанные ...,https://qyzmet.kz/jobdesc?id=20636954&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Главный менеджер сектора SCADA департамента автоматизированных систем управления технологическими процессами и связи АСУТП и связи,,Алматы,ТОО «Казахстанско-Китайский Трубопровод»,,,информационной безопасности комплекса технических и программных средств автоматизированной системы ... /информационные технологии / электроника / управление производством и другие связанные специальности ...,https://qyzmet.kz/jobdesc?id=20636523&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Ведущий менеджер (Департамента экономики и корпоративных финансов),,Астана,НГК Тау-Кен Самрук,,,"Республики Казахстан в области информационной безопасности, Кодекса Республики Казахстан «О недрах ... директоров Общества; Вносит Бизнес-план в информационную систему управленческого учета АО «Самрук ...",https://qyzmet.kz/jobdesc?id=20635758&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Аудитор Управления по аудиту бизнес процессов Департамента внутреннего аудита,,Астана,Отбасы банк,,,"Обязанности: участие в работе УАБП, а также в выполнении задач и функций, возложенных на ДВА, в соответствии с Положением о ДВА; участие в разработке внутренних документов Банка, регулирующих вопросы ...",https://qyzmet.kz/redir?id=20636467,hh_parser_qyzmet_Информационная безопасность.csv
Системный администратор,110 000 - 120 000 KZT,Степногорск,"Государственное коммунальное казенное предприятие ""Степногорская многопрофильная городская больница"" при управлении здравоохранения Акмолинской области",,,Профессиональные навыки: Администрирование систем защиты информации ИС; Администрирование систем шифрования данных; Мониторинг сетевой безопасности организации; Личные качества: Адаптивность; Условия ...,https://qyzmet.kz/jobdesc?id=20641967&src=js,hh_parser_qyzmet_Информационная безопасность.csv
Работа Специалистом по продажам в Казахстане,От           40 000 ₸           80 000 ₸           120 000 ₸           200 000 ₸           300 000 ₸           400 000 ₸,Астана,"Abris Distribution Kazakhstan, Филиал Компании в Казахстане                  Астана",,,×                                                   ×                                            Найти работу,https://qyzmet.kz/вакансии/Специалист-по-продажам,hh_parser_qyzmet_Android Developer.csv
Работа Оператором call-центра в Казахстане,От           40 000 ₸           80 000 ₸           120 000 ₸           200 000 ₸           300 000 ₸           400 000 ₸,Костанай,Beauty-NUR        До 200 000 ₸                 Костанай,,,×                                                   ×                                            Найти работу,https://qyzmet.kz/вакансии/Оператор-call-центра,hh_parser_qyzmet_Android Developer.csv
Работа в Петропавловске,От           40 000 ₸           80 000 ₸           120 000 ₸           200 000 ₸           300 000 ₸           400 000 ₸,Петропавловск,Народный банк Казахстана                  Петропавловск,,,×                                                   ×                                            Найти работу,https://qyzmet.kz/вакансии/Петропавловск,hh_parser_qyzmet_Android Developer.csv
"Работа в ГК ""KAZ Minerals""",От 100 000 ₸,Экибастуз,"Работа в ГК ""KAZ Minerals""                KAZ Minerals          192 вакансии                                                       ул. Ж.Омаровой, 8, Алматы                                        https://www.kazminerals.com                                                               Facebook                                   192 вакансии                                 О компании                KAZ Minerals - крупнейший производитель меди в Казахстане, медедобывающая компания с высоким потенциалом роста, ориентированная на развитие масштабного низкозатратного производства карьерного типа. Операционная деятельность Группы:- Актогай, рудник открытого типа в Восточном Казахстане- Бозшаколь, рудник открытого типа в Павлодарской области- три рудника в Восточном Казахстане: Артемьевский, Орловский, Иртышский- две обогатительные фабрики в Восточном Казахстане: Николаевская, Орловская- медно-золотой рудник Бозымчак в Кыргызстане.                                            Показать",,,×                                                   ×                                            Найти работу,https://qyzmet.kz/вакансии/KAZ-Minerals,hh_parser_qyzmet_Android Developer.csv
Работа в Усть-Каменогорске,От           40 000 ₸           80 000 ₸           120 000 ₸           200 000 ₸           300 000 ₸           400 000 ₸,Усть-Каменогорск,УМС-1                  Усть-Каменогорск,,,×                                                   ×                                            Найти работу,https://qyzmet.kz/вакансии/Усть-Каменогорск,hh_parser_qyzmet_Android Developer.csv
Работа Грузчиком разнорабочим в Казахстане,От           40 000 ₸           80 000 ₸           120 000 ₸           200 000 ₸           300 000 ₸           400 000 ₸,"Алматы, Жетысуский район","Free Style, ТОО, мебельная компания        250 000 - 300 000 KZT                 Алматы, Жетысуский район",,,×                                                   ×                                            Найти работу,https://qyzmet.kz/вакансии/Грузчик-разнорабочий,hh_parser_qyzmet_Android Developer.csv
